START_DATE,BLOCK,PLOT,SEEDLINGPLOT,SECTION,LITTER,LIVE_TRUNK,DEAD_TRUNK,OTHERS,BARE_ROCK,BARE_SOIL,GRASS,GRASS_TOTAL_HT,WOOD_lt5CM,LITTERDEPTHCORNER1,LITTERDEPTHCORNER2,LITTERDEPTHCORNER3,LITTERDEPTHCORNER4,COMMENTS
2005-11-28,B,4,5,3,43,0,1,20,12,1,20,69,3,2,4,3,1,
2005-11-28,C,1,1,1,44,0,15,0,0,1,0,0,40,5,4,5,2,
2005-11-28,C,1,1,2,55,0,20,0,0,0,0,0,25,5,4,7,3,
2005-11-28,C,1,1,3,80,0,3,0,0,0,0,0,15,7,3,6,4,
2005-11-28,C,1,2,1,67,5,3,0,5,0,0,0,20,10,10,5,5,
2005-11-28,C,1,2,2,64,0,10,0,0,1,0,0,25,4,4,4,2,
2005-11-28,C,1,2,3,75,0,5,0,0,0,0,0,20,5,5,7,6,
2005-11-28,C,1,3,1,78,0,7,0,0,10,0,0,5,3,1,3,2,
2005-11-28,C,1,3,2,68,3,5,1,0,8,0,0,15,2,7,4,2,
2005-11-28,C,1,3,3,73,6,2,0,0,4,0,0,15,3,7,4,1,
2005-11-28,C,1,4,1,68,0,15,0,0,2,0,0,15,7,7,7,5,
2005-11-28,C,1,4,2,69,0,10,0,0,1,0,0,20,8,8,8,6,
2005-11-28,C,1,4,3,74,0,10,0,0,1,0,0,15,5,3,6,3,
2005-11-28,C,1,5,1,39,1,10,0,0,0,0,0,50,7,3,2,7,
2005-11-28,C,1,5,2,23,0,15,0,0,2,0,0,60,8,3,2,7,
2005-11-28,C,1,5,3,30,0,15,0,0,0,0,0,55,9,4,5,6,
2005-11-28,C,2,1,1,76,0,4,0,0,5,0,0,15,4,1,8,7,
2005-11-28,C,2,1,2,50,0,5,0,0,0,10,30,15,4,4,2,4,
2005-11-28,C,2,1,3,68,5,10,0,0,2,10,25,5,3,4,2,2,
2005-11-28,C,2,2,1,11,20,2,0,0,5,60,60,2,1,7,6,7,
2005-11-28,C,2,2,2,13,5,7,0,0,0,55,75,20,4,7,4,9,
2005-11-28,C,2,2,3,47,1,15,0,0,1,1,15,20,4,5,10,7,
2005-11-28,C,2,3,1,65,0,20,0,0,0,0,0,15,7,7,4,9,
2005-11-28,C,2,3,2,70,0,10,0,0,0,0,0,20,7,5,5,5,
2005-11-28,C,2,3,3,90,0,5,0,0,0,0,0,5,2,10,9,6,
2005-11-28,C,2,4,1,8,2,60,10,0,0,0,0,20,3,4,5,3,
2005-11-28,C,2,4,2,28,0,50,7,0,0,0,0,15,3,4,1,2,
2005-11-28,C,2,4,3,64,0,5,10,0,1,0,0,20,4,4,7,7,
2005-11-28,C,2,5,1,48,0,20,2,0,0,0,0,30,6,10,2,2,
2005-11-28,C,2,5,2,43,0,5,2,0,0,0,0,50,6,6,6,5,
2005-11-28,C,2,5,3,79,0,10,0,0,1,0,0,10,6,6,5,2,
2005-11-28,C,3,1,1,21,0,0,1,0,1,75,72,2,2,2,1,1,
2005-11-28,C,3,1,2,6,0,0,1,0,1,90,43,2,8,6,3,2,
2005-11-28,C,3,1,3,21,0,1,1,0,2,60,47,10,1,2,4,3,
2005-11-28,C,3,2,1,85,0,0,1,0,7,5,50,2,5,7,2,2,
2005-11-28,C,3,2,2,66,3,0,2,0,1,25,44,3,2,2,4,2,
2005-11-28,C,3,2,3,9,5,3,1,0,0,80,52,2,3,9,2,4,
2005-11-28,C,3,3,1,27,1,0,1,0,0,70,70,1,1,1,2,3,
2005-11-28,C,3,3,2,88,1,3,1,0,1,50,55,1,2,3,1,2,
2005-11-28,C,3,3,3,62,1,0,1,0,15,20,45,1,1,1,1,1,
2005-11-28,C,3,4,1,65,10,0,1,1,1,20,50,2,3,3,3,2,
2005-11-28,C,3,4,2,61,2,20,1,0,5,10,54,1,3,2,4,2,
2005-11-28,C,3,4,3,20,0,5,1,3,0,70,61,1,2,2,4,4,
2005-11-28,C,3,5,1,36,0,0,1,1,1,60,64,1,3,2,7,4,
2005-11-28,C,3,5,2,91,1,2,1,0,2,1,38,2,1,0,6,2,
2005-11-28,C,3,5,3,94,1,2,1,0,0,0,0,2,5,3,7,1,
2005-11-28,C,4,1,1,96,1,1,7,0,0,0,1,1,2,5,3,0,
2005-11-28,C,4,1,2,94,1,0,2,1,1,0,1,2,2,3,2,0,
2005-11-28,C,4,1,3,94,1,0,5,1,1,0,1,2,5,1,2,0,
2005-11-28,C,4,2,1,96,1,0,2,0,0,0,1,2,4,1,7,0,
2005-11-28,C,4,2,2,94,0,1,2,0,1,0,1,3,5,5,2,0,
2005-11-28,C,4,2,3,95,0,0,3,0,1,0,1,3,3,5,6,0,
2005-11-28,C,4,3,1,89,1,5,5,1,1,0,1,2,6,4,2,0,
2005-11-28,C,4,3,2,92,0,3,2,0,1,0,1,3,3,2,4,0,
2005-11-28,C,4,3,3,93,0,1,1,0,1,0,2,3,8,3,3,0,
2005-11-28,C,4,4,1,75,0,10,7,0,0,0,2,3,1,6,3,0,
2005-11-28,C,4,4,2,96,1,0,6,0,0,0,1,2,4,7,4,0,
2005-11-28,C,4,4,3,96,0,0,2,0,0,0,1,1,7,4,5,0,
2005-11-28,C,4,5,1,92,0,0,3,1,5,0,1,1,3,2,1,0,
2005-11-28,C,4,5,2,89,2,0,4,0,5,0,1,3,1,2,4,0,
2005-11-28,C,4,5,3,93,0,0,2,0,1,0,1,5,6,6,5,0,
2006-04-10,A,1,1,1,72,2,0,3,0,20,0,0,3,2,3,4,4,
2006-04-10,A,1,1,2,76,0,0,1,0,20,1,6,2,3,2,2,3,
2006-04-10,A,1,1,3,70,2,0,1,8,15,1,7,3,3,1,1,2,
2006-04-10,A,1,2,1,75,10,2,1,10,0,0,0,2,10,2,3,9,
2006-04-10,A,1,2,2,78,15,3,2,0,0,0,0,2,3,4,3,3,
2006-04-10,A,1,2,3,85,8,0,1,5,0,0,0,1,2,3,3,5,
2006-04-10,A,1,3,1,71,7,0,1,0,20,0,0,1,7,1,2,2,
2006-04-10,A,1,3,2,30,12,0,1,50,5,0,0,2,1,12,4,2,
2006-04-10,A,1,3,3,79,13,0,1,0,5,0,0,2,12,3,6,2,
2006-04-10,A,1,4,1,81,12,5,2,0,0,0,0,1,3,4,3,3,
2006-04-10,A,1,4,2,86,10,2,1,0,0,0,0,1,2,3,3,5,
2006-04-10,A,1,4,3,84,10,0,1,0,3,0,0,2,1,5,3,4,
2006-04-10,A,1,5,1,84,0,0,2,8,0,1,20,5,7,4,3,4,
2006-04-10,A,1,5,2,71,0,5,3,5,0,1,10,15,1,2,1,2,
2006-04-10,A,1,5,3,76,0,0,1,16,1,1,15,5,0,4,3,4,
2006-04-10,A,2,1,1,49,5,0,3,3,35,5,26,3,0,2,1,1,
2006-04-10,A,2,1,2,26,3,2,2,50,5,10,39,3,2,1,2,1,
2006-04-10,A,2,1,3,5,6,12,1,25,5,45,62,1,2,2,9,6,
2006-04-10,A,2,2,1,3,3,0,1,3,0,90,95,0,2,2,1,1,
2006-04-10,A,2,2,2,9,7,0,1,1,1,80,105,1,2,2,2,1,
2006-04-10,A,2,2,3,4,4,0,1,0,0,91,110,0,2,2,2,2,
2006-04-10,A,2,3,1,34,10,0,5,26,5,10,100,10,3,1,2,2,
2006-04-10,A,2,3,2,50,13,0,5,15,5,8,100,5,2,2,2,1,
2006-04-10,A,2,3,3,44,12,0,2,12,2,25,90,3,1,3,6,2,
2006-04-10,A,2,4,1,8,15,0,1,40,0,35,83,1,1,2,0,0,
2006-04-10,A,2,4,2,22,7,0,1,2,2,65,82,1,1,2,3,1,
2006-04-10,A,2,4,3,9,5,0,1,75,0,10,85,0,1,2,2,2,
2006-04-10,A,2,5,1,27,10,0,1,1,1,60,90,0,6,5,7,0,
2006-04-10,A,2,5,2,10,6,0,2,20,1,60,92,1,7,1,2,2,
2006-04-10,A,2,5,3,36,8,0,2,2,1,50,80,1,3,5,1,2,
2006-04-10,A,3,1,1,35,3,5,3,30,0,0,0,25,3,3,2,0,
2006-04-10,A,3,1,2,20,1,3,4,20,0,2,40,50,2,0,1,2,
2006-04-10,A,3,1,3,14,1,10,3,20,0,2,40,50,2,2,3,3,
2006-04-10,A,3,2,1,37,20,10,3,0,0,3,70,30,6,6,3,7,
2006-04-10,A,3,2,2,23,12,20,0,0,0,5,50,40,3,7,5,9,
2006-04-10,A,3,2,3,34,8,5,0,0,0,3,60,50,9,6,10,9,
2006-04-10,A,3,3,1,10,2,1,0,0,0,85,90,2,10,10,8,7,
2006-04-10,A,3,3,2,35,5,10,0,4,2,40,74,4,10,8,7,5,
2006-04-10,A,3,3,3,58,10,5,0,0,2,20,85,5,4,4,2,10,
2006-04-10,A,3,4,1,32,20,25,1,0,2,10,63,10,2,4,4,8,
2006-04-10,A,3,4,2,6,10,35,0,25,4,5,60,15,4,5,9,6,
2006-04-10,A,3,4,3,19,25,15,0,20,2,4,47,15,11,8,7,2,
2006-04-10,A,3,5,1,38,15,5,2,10,10,15,67,5,1,2,2,4,
2006-04-10,A,3,5,2,29,15,30,0,15,2,4,49,5,2,1,8,5,
2006-04-10,A,3,5,3,33,2,12,1,3,45,1,30,5,4,6,1,2,
2006-04-10,A,4,1,1,70,10,5,0,0,0,0,0,15,4,4,5,4,
2006-04-10,A,4,1,2,50,10,15,0,0,0,0,0,25,11,8,7,5,
2006-04-10,A,4,1,3,55,15,20,0,0,0,0,0,10,4,4,6,6,
2006-04-10,A,4,2,1,71,3,5,0,1,0,0,0,20,8,9,5,9,
2006-04-10,A,4,2,2,54,1,15,0,5,0,0,0,25,4,3,4,10,
2006-04-10,A,4,2,3,62,1,5,0,27,0,0,0,5,0,6,1,2,
2006-04-10,A,4,3,1,69,1,10,0,0,0,0,0,20,4,4,3,6,
2006-04-10,A,4,3,2,41,4,20,0,0,0,0,0,35,9,4,15,15,
2006-04-10,A,4,3,3,62,3,10,0,0,0,0,0,25,15,15,10,6,
2006-04-10,A,4,4,1,75,4,10,0,0,1,0,0,10,3,3,4,3,
2006-04-10,A,4,4,2,63,15,5,0,0,2,0,0,15,3,4,5,5,
2006-04-10,A,4,4,3,64,4,10,0,0,2,0,0,20,5,6,1,3,
2006-04-10,A,4,5,1,55,5,25,0,5,0,0,0,10,4,7,2,1,
2006-04-10,A,4,5,2,44,3,30,0,0,3,0,0,20,3,2,7,10,
2006-04-10,A,4,5,3,8,2,25,0,0,10,1,34,20,0,4,5,0,
2006-04-10,B,1,1,1,85,6,0,0,5,0,0,0,4,3,5,4,8,
2006-04-10,B,1,1,2,64,15,0,0,10,5,0,0,6,3,3,6,4,
2006-04-10,B,1,1,3,47,35,0,0,10,5,0,0,2,4,4,9,6,
2006-04-10,B,1,2,1,79,0,14,0,5,0,0,0,2,4,3,2,5,
2006-04-10,B,1,2,2,75,12,3,0,6,2,0,0,2,2,2,4,4,
2006-04-10,B,1,2,3,95,0,1,0,0,1,0,0,3,3,2,4,4,
2006-04-10,B,1,3,1,64,14,4,0,12,3,0,0,3,5,5,4,4,
2006-04-10,B,1,3,2,81,4,0,0,13,0,0,0,2,6,3,4,7,
2006-04-10,B,1,3,3,90,2,0,0,6,0,0,0,2,4,5,9,6,
2006-04-10,B,1,4,1,92,1,0,0,0,5,0,0,2,2,4,0,3,
2006-04-10,B,1,4,2,57,1,0,0,25,15,0,0,2,4,3,4,0,
2006-04-10,B,1,4,3,72,3,0,0,4,20,0,0,1,3,3,4,3,
2006-04-10,B,1,5,1,45,1,5,0,45,0,0,0,4,5,7,9,9,
2006-04-10,B,1,5,2,75,8,10,0,5,1,0,0,1,10,7,10,7,
2006-04-10,B,1,5,3,86,0,0,0,10,3,0,0,1,7,3,3,7,
2006-04-10,B,2,1,1,20,0,2,0,1,0,75,100,2,5,4,7,2,
2006-04-10,B,2,1,2,35,0,3,0,0,1,60,110,1,6,4,5,5,
2006-04-10,B,2,1,3,23,0,1,30,0,2,40,40,4,1,1,1,2,
2006-04-10,B,2,2,1,79,0,5,0,0,3,10,35,3,1,3,8,4,
2006-04-10,B,2,2,2,68,0,15,0,0,1,15,40,1,4,3,9,2,
2006-04-10,B,2,2,3,43,0,5,2,0,5,40,50,5,7,2,2,5,
2006-04-10,B,2,3,1,4,1,1,0,0,1,82,40,1,1,3,4,3,
2006-04-10,B,2,3,2,15,1,2,0,9,0,70,55,3,10,6,5,5,
2006-04-10,B,2,3,3,16,1,3,0,0,15,50,100,15,5,5,2,2,
2006-04-10,B,2,4,1,22,0,4,0,0,1,70,75,3,3,4,4,4,
2006-04-10,B,2,4,2,66,0,7,0,0,2,15,35,10,4,5,4,2,
2006-04-10,B,2,4,3,46,0,5,0,0,3,1,12,15,4,6,3,3,
2006-04-10,B,2,5,1,77,2,0,1,0,1,5,50,15,4,9,4,20,
2006-04-10,B,2,5,2,17,2,5,1,0,0,60,70,15,20,15,10,10,
2006-04-10,B,2,5,3,4,2,5,1,0,0,70,70,20,13,23,10,5,
2006-04-10,B,3,1,1,17,10,2,1,20,0,0,0,50,5,4,5,4,
2006-04-10,B,3,1,2,62,2,20,1,0,0,0,0,15,5,4,4,4,
2006-04-10,B,3,1,3,44,3,2,1,0,0,0,0,50,5,4,2,4,
2006-04-10,B,3,2,1,81,2,5,2,0,0,0,0,10,9,7,9,8,
2006-04-10,B,3,2,2,86,2,1,1,0,0,0,0,10,7,9,8,9,
2006-04-10,B,3,2,3,71,1,7,1,0,0,0,0,20,9,8,5,9,
2006-04-10,B,3,3,1,80,2,10,2,0,1,0,0,5,7,7,4,4,
2006-04-10,B,3,3,2,77,2,10,1,0,0,0,0,10,7,4,4,4,
2006-04-10,B,3,3,3,86,1,2,1,0,0,0,0,10,4,4,5,4,
2006-04-10,B,3,4,1,79,2,15,1,0,0,0,0,3,10,5,10,4,
2006-04-10,B,3,4,2,76,3,10,1,0,0,0,0,10,6,5,4,11,
2006-04-10,B,3,4,3,69,10,10,1,0,0,0,0,10,6,11,11,10,
2006-04-10,B,3,5,1,64,2,0,2,4,0,0,0,10,5,6,6,7,
2006-04-10,B,3,5,2,81,1,2,1,0,0,0,0,15,3,10,6,6,
2006-04-10,B,3,5,3,46,1,2,1,0,0,0,0,50,3,4,10,6,
2006-04-10,B,4,1,1,7,7,0,79,0,1,4,120,2,2,0,2,2,
2006-04-10,B,4,1,2,18,4,4,60,1,5,5,60,3,2,2,2,2,
2006-04-10,B,4,1,3,15,5,1,50,1,10,17,65,1,2,2,3,3,
2006-04-10,B,4,2,1,59,8,10,10,8,1,2,68,2,2,1,1,1,
2006-04-10,B,4,2,2,63,15,7,5,4,1,2,50,3,0,0,1,3,
2006-04-10,B,4,2,3,65,15,0,4,10,1,3,65,2,3,3,3,1,
2006-04-10,B,4,3,1,69,3,0,10,5,10,1,36,2,5,4,0,0,
2006-04-10,B,4,3,2,78,2,4,1,2,10,1,61,2,0,2,2,3,
2006-04-10,B,4,3,3,68,10,1,2,4,2,10,59,3,0,4,2,2,
2006-04-10,B,4,4,1,58,12,0,1,8,5,15,26,1,2,0,1,3,
2006-04-10,B,4,4,2,84,2,0,1,3,8,1,33,1,0,4,2,2,
2006-04-10,B,4,4,3,82,2,0,2,4,4,3,66,3,0,2,2,2,
2006-04-10,B,4,5,1,20,45,1,20,1,1,10,60,2,4,2,2,2,
2006-04-10,B,4,5,2,1,20,0,60,1,0,15,70,3,2,4,1,1,
2006-04-10,B,4,5,3,15,5,0,60,10,0,10,80,0,2,4,2,3,
2006-04-10,C,1,1,1,65,2,10,2,0,0,1,23,20,6,6,7,6,
2006-04-10,C,1,1,2,56,3,20,1,0,0,0,0,20,35,6,7,3,
2006-04-10,C,1,1,3,57,2,15,1,0,0,0,0,25,4,7,6,8,
2006-04-10,C,1,2,1,0,3,5,2,3,0,0,0,40,3,4.5,4,6.5,
2006-04-10,C,1,2,2,0,3,5,2,1,0,0,0,20,2.5,4.5,5.5,5,
2006-04-10,C,1,2,3,0,3,5,1,0,0,0,0,20,5,9,3,4,
2006-04-10,C,1,3,1,0,2,5,2,1,2,0,0,10,10,10,4,4,
2006-04-10,C,1,3,2,0,10,5,1,0,2,0,0,15,2,2,4,2,
2006-04-10,C,1,3,3,0,10,0,4,0,1,0,0,20,4,1.5,3.5,2,
2006-04-10,C,1,4,1,0,2,5,1,0,0,0,0,20,9,0,12,12,
2006-04-10,C,1,4,2,0,2,1,1,0,0,0,0,20,5,8,8,2,
2006-04-10,C,1,4,3,0,1,7,1,0,0,0,0,25,9,8,8,0,
2006-04-10,C,1,5,1,0,1,10,1,0,0,0,0,50,7,2,5,9,
2006-04-10,C,1,5,2,0,1,15,1,0,0,0,0,50,5,3,5,9,
2006-04-10,C,1,5,3,0,1,2,1,0,2,0,0,45,4,3,0,9,
2006-04-10,C,2,1,1,64,3,8,0,0,2,3,38,20,6,3,3,7,
2006-04-10,C,2,1,2,39,10,15,0,0,1,20,60,15,1,1,13,6,
2006-04-10,C,2,1,3,53,10,15,0,0,1,11,60,10,2,6,13,5,
2006-04-10,C,2,2,1,39,20,10,0,0,3,20,50,8,2,4,1,1,
2006-04-10,C,2,2,2,62,0,10,0,0,1,15,40,12,2,8,4,3,
2006-04-10,C,2,2,3,84,0,5,0,0,1,5,47,5,20,3,7,12,
2006-04-10,C,2,3,1,63,1,15,1,0,10,1,15,10,5,5,5,4,
2006-04-10,C,2,3,2,69,3,10,5,0,1,2,30,15,9,5,6,5,
2006-04-10,C,2,3,3,61,10,5,1,0,1,3,45,20,10,7,6,5,
2006-04-10,C,2,4,1,39,10,15,5,0,1,0,0,30,4,3,2,3,
2006-04-10,C,2,4,2,60,5,10,2,0,0,0,0,25,4,3,2,4,
2006-04-10,C,2,4,3,76,5,2,2,0,2,0,0,15,3,4,2,2,
2006-04-10,C,2,5,1,38,2,10,2,0,0,0,0,50,5,5,1,1,
2006-04-10,C,2,5,2,52,3,15,2,0,0,0,0,30,2,2,2,0,
2006-04-10,C,2,5,3,74,2,8,2,1,4,1,47,10,3,5,5,2,
2006-04-10,C,3,1,1,41,5,1,1,0,20,30,190,2,1,3,8,8,
2006-04-10,C,3,1,2,50,10,4,1,0,10,20,47,5,1,3,2,2,
2006-04-10,C,3,1,3,39,8,1,20,0,1,30,25,1,2,1,2,3,
2006-04-10,C,3,2,1,60,25,0,10,0,1,2,150,2,1,2,2,5,
2006-04-10,C,3,2,2,76,15,0,5,0,1,1,30,2,1,2,2,4,
2006-04-10,C,3,2,3,78,10,1,5,0,1,2,40,3,7,7,7,8,
2006-04-10,C,3,3,1,25,10,0,2,0,2,60,50,1,0,2,2,0,
2006-04-10,C,3,3,2,47,5,2,2,1,2,40,50,1,2,6,2,0,
2006-04-10,C,3,3,3,54,10,1,3,0,1,30,70,1,2,2.5,3,0,
2006-04-10,C,3,4,1,60,10,1,2,2,0,20,60,5,4,2,6,0,
2006-04-10,C,3,4,2,65,16,2,5,0,0,10,30,2,5,3,7,4,
2006-04-10,C,3,4,3,65,8,1,2,2,0,20,70,2,6,4,7,6,
2006-04-10,C,3,5,1,59,15,1,2,2,0,20,50,1,4,2,4,1,
2006-04-10,C,3,5,2,77,10,5,1,0,1,5,48,1,3,4,5,1,
2006-04-10,C,3,5,3,70,10,15,1,0,1,2,20,1,4,3,6,8,
2006-04-10,C,4,1,1,89,6,0,1,0,0,0,0,4,3,2,3,7,
2006-04-10,C,4,1,2,85,2,0,1,0,10,0,0,2,5,2,1,7,
2006-04-10,C,4,1,3,80,4,0,1,3,8,0,0,4,3,3,2,4,
2006-04-10,C,4,2,1,87,8,0,1,0,2,0,0,2,7,7,3,1,
2006-04-10,C,4,2,2,88,6,0,1,0,0,0,0,5,3,7,8,2,
2006-04-10,C,4,2,3,84,3,1,1,0,1,0,0,10,7,8,8,10,
2006-04-10,C,4,3,1,60,5,30,1,0,1,0,0,3,4,9,3,2,
2006-04-10,C,4,3,2,85,1,0,1,0,8,0,0,5,4,4,8,2,
2006-04-10,C,4,3,3,91,3,0,1,0,2,0,0,3,6,7,2,4,
2006-04-10,C,4,4,1,55,10,27,1,0,2,0,0,5,7,4,3,2,
2006-04-10,C,4,4,2,60,4,20,1,0,5,0,0,10,2,1,5,2,
2006-04-10,C,4,4,3,79,10,2,1,0,3,0,0,5,5,3,7,1,
2006-04-10,C,4,5,1,85,2,0,1,0,10,0,0,2,1,1,5,2,
2006-04-10,C,4,5,2,80,3,1,1,0,5,0,0,10,6,2,5,2,
2006-04-10,C,4,5,3,70,15,2,1,0,2,0,0,10,10,8,4,2,
2007-10-24,B,1,1,1,78,15,0,0,5,2,0,0,1,0,10,2,5,
2007-10-24,B,1,1,2,59,20,0,1,10,10,0,0,2,0,5,3,11,
2007-10-24,B,1,1,3,53,25,0,5,12,5,0,0,4,3,3,5,20,
2007-10-24,B,1,2,1,50,5,25,0,10,10,0,0,1,4,5,2,4,
2007-10-24,B,1,2,2,62,13,10,0,10,5,0,0,2,5,4,2,2,
2007-10-24,B,1,2,3,98,1,0,0,0,1,0,0,2,3,3,5,2,
2007-10-24,B,1,3,1,,10,0,0,7,0.5,0,0,2,4,3,3,4,
2007-10-24,B,1,3,2,,10,0,0,10,0.5,0,0,1,3,6,2,5,
2007-10-24,B,1,3,3,90,2,0,0,8,0,0,0,1,4,3,7,4,
2007-10-24,B,1,4,1,,0.5,2,0,0,2,0,0,1,5,1,3,0,
2007-10-24,B,1,4,2,72,1,0,0,15,12,0,0,2,2,0,4,3,
2007-10-24,B,1,4,3,98,1,0,0,0.5,0.5,0,0,2,2,7,0,2,
2007-10-24,B,1,5,1,56,4,5,0,35,0,0,0,1,4,3,6,0,
2007-10-24,B,1,5,2,90,4,0,1,2,3,0,0,2,10,3,4,1,
2007-10-24,B,1,5,3,,0.5,0,0,10,4,0,0,2,0,9,4,5,
2007-10-24,B,2,1,1,85,0,2,3,0,0,10,105,0,16,1,4,5,
2007-10-24,B,2,1,2,82,1,12,3,1,0,1,60,1,4,10,4,2,
2007-10-24,B,2,1,3,86,1,10,0,0,0,3,40,1,7,3,2,3,
2007-10-24,B,2,2,1,73,1,13,10,0,1,2,38,0,3,2,4,3,
2007-10-24,B,2,2,2,67,1,25,5,0,0,2,12,0,5,4,3,8,
2007-10-24,B,2,2,3,60,2,13,8,0,7,10,51,1,7,3,17,2,
2007-10-24,B,2,3,1,29,0,8,0,12,1,50,52,0,5,4,23,6,
2007-10-24,B,2,3,2,69,0,5,7,8,1,10,74,1,5,2,8,6,
2007-10-24,B,2,3,3,77,1,9,6,0,3,5,66,1,10,9,3,6,
2007-10-24,B,2,4,1,83,1,8,6,0,1,1,15,1,8,2,5,5,
2007-10-24,B,2,4,2,81,10,7,1,0,0,1,30,1,8,14,2,4,
2007-10-24,B,2,4,3,87,2,4,3,0,2,2,45,1,5,9,1,3,
2007-10-24,B,2,5,1,94,1,3,0,0,1,1,24,1,14,3,5,12,
2007-10-24,B,2,5,2,80,1,8,1,0,0,10,33,1,10,13,10,11,
2007-10-24,B,2,5,3,91,2,2,1,0,1,3,29,1,3,1,5,8,
2007-10-24,B,3,1,1,92,4,2,0,2,0,0,0,45,3,6,1,3,
2007-10-24,B,3,1,2,91,0,8,1,0,0,0,0,5,7,3,0,10,
2007-10-24,B,3,1,3,93,2,3,1,1,0,0,0,25,2,2,3,15,
2007-10-24,B,3,2,1,89,0,10,1,0,0,0,0,25,7,2,4,3,
2007-10-24,B,3,2,2,87,3,3,7,0,0,0,0,20,4,8,2,2,
2007-10-24,B,3,2,3,89,2,4,5,0,0,0,0,2,3,4,5,8,
2007-10-24,B,3,3,1,92,1,6,1,0,0,0,0,10,1,3,4,4,
2007-10-24,B,3,3,2,86,2,10,2,0,0,0,0,5,1,1,3,3,
2007-10-24,B,3,3,3,85,0,5,10,0,0,0,0,10,2,4,2,3,
2007-10-24,B,3,4,1,87,2,10,1,0,0,0,0,4,6,2,5,3,
2007-10-24,B,3,4,2,89,2,8,1,0,0,0,0,5,5,5,6,5,
2007-10-24,B,3,4,3,93,3,3,1,0,0,0,0,1,2,4,4,3,
2007-10-24,B,3,5,1,96,4,5,2,3,0,0,0,12,2,2,3,2,
2007-10-24,B,3,5,2,92,2,3,1,1,1,0,0,4,3,3,2,2,
2007-10-24,B,3,5,3,89,1,8,1,1,0,0,0,15,2,2,3,2,
2007-10-24,B,4,1,1,62,0,0,1,2,10,25,50,20,1,1,4,5,
2007-10-24,B,4,1,2,36,10,5,10,0,4,45,35,15,1,2,3,2,
2007-10-24,B,4,1,3,53,0,0,25,5,7,10,80,20,1,2,2,5,
2007-10-24,B,4,2,1,86,3,2,4,3,1,1,22,2,1,2,0,2,
2007-10-24,B,4,2,2,83,6,4,2,3,1,1,14,1,2,0,2,1,
2007-10-24,B,4,2,3,86,5,0,2,5,1,1,44,1,1,1,0,4,
2007-10-24,B,4,3,1,89,3,0,2,2,3,1,29,5,1,3,3,5,
2007-10-24,B,4,3,2,91,1,2,2,1,2,1,21,1,3,3,0,4,
2007-10-24,B,4,3,3,88,4,0,3,2,2,1,31,4,5,0,1,0,
2007-10-24,B,4,4,1,86,6,0,1,2,3,2,88,1,2,6,0,0,
2007-10-24,B,4,4,2,94,0,0,0,2,3,1,12,2,1,3,7,4,
2007-10-24,B,4,4,3,92,2,0,2,1,2,1,17,1,4,5,7,4,
2007-10-24,B,4,5,1,67,25,0,5,1,0,2,42,2,10,9,2,1,
2007-10-24,B,4,5,2,71,16,1,1,0,3,8,63,1,4,2,25,6,
2007-10-24,B,4,5,3,79,0,0,1,0,0,20,54,1,15,5,25,8,
2007-11-05,C,1,1,1,82,2,15,1,0,0,0,,10,5,5,4,5,
2007-11-05,C,1,1,2,79,5,5,1,0,0,0,,10,2,2,3,4,
2007-11-05,C,1,1,3,96,1,2,1,0,0,0,,15,3,6,0,1,
2007-11-05,C,1,2,1,94,3,2,1,0,0,0,,35,4,5,0,1,
2007-11-05,C,1,2,2,93,1,3,1,1,0,0,,25,7,1,3,4,
2007-11-05,C,1,2,3,92,3,3,2,0,0,0,,15,4,1,7,3,
2007-11-05,C,1,3,1,83,2,10,2,0,3,0,,15,8,4,2,1,
2007-11-05,C,1,3,2,79,8,6,3,1,3,0,,10,1,1,0,4,
2007-11-05,C,1,3,3,81,10,5,3,0,1,0,,15,4,3,3,0,
2007-11-05,C,1,4,1,88,2,8,1,0,1,0,,25,5,3,6,5,
2007-11-05,C,1,4,2,91,2,5,1,0,1,0,,30,3,7,6,5,
2007-11-05,C,1,4,3,86,2,10,1,0,1,0,,35,3,6,1,7,
2007-11-05,C,1,5,1,78,16,6,0,0,0,0,,30,4,12,10,10,
2007-11-05,C,1,5,2,78,2,20,0,0,0,0,,10,9,6,18,15,
2007-11-05,C,1,5,3,91,2,5,1,0,1,0,,15,6,20,6,9,
2007-11-05,C,2,1,1,72,1,8,1,0,5,13,20,4,0,2,1,2,
2007-11-05,C,2,1,2,75,2,10,1,0,2,10,45,2,3,9,6,6,
2007-11-05,C,2,1,3,81,1,6,1,0,1,10,35,4,5,9,5,6,
2007-11-05,C,2,2,1,74,9,3,3,0,10,1,80,4,1,4,3,7,
2007-11-05,C,2,2,2,88,4,5,1,0,1,1,50,1,1,8,1,11,
2007-11-05,C,2,2,3,95,1,2,1,0,0,1,29,1,9,3,10,3,
2007-11-05,C,2,3,1,72,1,20,1,0,5,1,19,1,3,4,5,6,
2007-11-05,C,2,3,2,88,1,10,0,0,0,1,27,3,4,3,9,7,
2007-11-05,C,2,3,3,92,2,5,0,0,0,1,13,1,7,5,9,5,
2007-11-05,C,2,4,1,85,1,10,1,0,3,0,0,5,10,9,5,8,
2007-11-05,C,2,4,2,87,1,10,1,0,1,0,0,2,13,9,2,5,
2007-11-05,C,2,4,3,83,1,5,4,0,5,2,15,1,1,8,0,1,
