Date,Block,Plot,Leaves (in g),Wood (in g),Misc (in g),Fruits;seeds;flower (g),Days since last collec.,New palm frond (in m),Remarks
2013-04-11,B,2,66.67,6.57,2.55,2.01,16,1.9,All material was dried at 65 centigrades.
2013-04-11,B,3,59.66,13.17,2.7,2.34,16,2.9,All material was dried at 65 centigrades.
2013-04-11,B,4,33.14,1.45,0.8,7.5,16,0,All material was dried at 65 centigrades.
2013-04-11,C,1,119.8,4.13,2.3,4.11,16,4,All material was dried at 65 centigrades.
2013-04-11,C,2,30.54,33.58,0,3.64,16,0,All material was dried at 65 centigrades.
2013-04-11,C,3,66.94,6.95,0,7.24,16,0,All material was dried at 65 centigrades.
2013-04-11,C,4,33,28.63,0,5.67,16,3.1,All material was dried at 65 centigrades.
2013-04-26,A,1,19.29,16.24,0,38.78,16,1.3,All material was dried at 65 centigrades.
2013-04-26,A,2,21.42,3.46,0,19.18,16,0,All material was dried at 65 centigrades.
2013-04-26,A,3,38.22,8.57,3.43,3.64,16,5,All material was dried at 65 centigrades.
2013-04-26,A,4,48.16,7.62,0,13.24,16,0,All material was dried at 65 centigrades.
2013-04-26,B,1,33.77,28.29,1.42,0.16,16,1.5,All material was dried at 65 centigrades.
2013-04-26,B,2,44.13,17.17,0,2.57,16,0,All material was dried at 65 centigrades.
2013-04-26,B,3,45.95,9.5,3.51,3.34,16,0,All material was dried at 65 centigrades.
2013-04-26,B,4,16.2,3.1,0,9.3,16,0,All material was dried at 65 centigrades.
2013-04-26,C,1,39.77,1.2,5.3,2.43,16,1.5,All material was dried at 65 centigrades.
2013-04-26,C,2,26.49,4.54,0,1.9,16,1,All material was dried at 65 centigrades.
2013-04-26,C,3,39.52,3.15,1.47,5.63,16,5,All material was dried at 65 centigrades.
2013-04-26,C,4,29.23,5.94,0,2.1,16,0,All material was dried at 65 centigrades.
2013-05-09,A,1,108.63,9.1,1.14,31.51,14,0,All material was dried at 65 centigrades.
2013-05-09,A,2,30.66,11.81,0,4.17,14,0,All material was dried at 65 centigrades.
2013-05-09,A,3,24.58,5.33,3.05,6.4,14,3.6,All material was dried at 65 centigrades.
2013-05-09,A,4,77.65,10.34,0,46.96,14,0,All material was dried at 65 centigrades.
2013-05-09,B,1,42.86,14.27,1.26,0.41,14,0,All material was dried at 65 centigrades.
2013-05-09,B,2,76.32,9.45,0,6.25,14,2.4,All material was dried at 65 centigrades.
2013-05-09,B,3,46.12,12.87,0,4.31,14,0,All material was dried at 65 centigrades.
2013-05-09,B,4,22,1.74,1.58,3.53,14,0,All material was dried at 65 centigrades.
2013-05-09,C,1,127.32,6.63,2.5,11.53,14,3.1,All material was dried at 65 centigrades.
2013-05-09,C,2,40.36,4.5,1.78,2.32,14,0,All material was dried at 65 centigrades.
2013-05-09,C,3,59.05,5.15,2.21,4.01,14,0,All material was dried at 65 centigrades.
2013-05-09,C,4,20.72,11.19,0,7.25,14,0,All material was dried at 65 centigrades.
2013-05-21,A,1,92.44,4.83,4.38,2.28,14,3,All material was dried at 65 centigrades.
2013-05-21,A,2,67.84,13.12,2.87,8.57,14,1.5,All material was dried at 65 centigrades.
2013-05-21,A,3,85.4,9.94,1.84,2.31,14,0,All material was dried at 65 centigrades.
2013-05-21,A,4,74.08,14.64,0,2.19,14,1,All material was dried at 65 centigrades.
2013-05-21,B,1,57.13,5.41,0,0.92,14,2,All material was dried at 65 centigrades.
2013-05-21,B,2,57.15,4.68,0,3.51,14,0,All material was dried at 65 centigrades.
2013-05-21,B,3,110.39,10.47,0,3.23,14,1.5,All material was dried at 65 centigrades.
2013-05-21,B,4,43.6,31.98,1.66,24.63,14,0.7,All material was dried at 65 centigrades.
2013-05-21,C,1,107.25,4.21,2.27,2.59,14,1,All material was dried at 65 centigrades.
2013-05-21,C,2,127.92,9.54,4.12,4.24,14,1,All material was dried at 65 centigrades.
2013-05-21,C,3,113.31,3.88,1.61,2.62,14,0,All material was dried at 65 centigrades.
2013-05-21,C,4,44.94,5.22,2.84,4.16,14,0.5,All material was dried at 65 centigrades.
2013-06-05,A,1,46.76,36.98,5.88,16.1,14,1.1,All material was dried at 65 centigrades.
2013-06-05,A,2,64.95,16.58,0,21.91,14,3.1,All material was dried at 65 centigrades.
2013-06-05,A,3,73.47,10.32,1.8,1.86,14,0,All material was dried at 65 centigrades.
2013-06-05,A,4,71.44,60.56,2.34,1.34,14,0,All material was dried at 65 centigrades.
2013-06-05,B,1,95.67,24.21,4.41,5,14,0,All material was dried at 65 centigrades.
2013-06-05,B,2,81.79,27.2,0,6.28,14,0,All material was dried at 65 centigrades.
2013-06-05,B,3,117.47,23.69,2.66,7.84,14,0,All material was dried at 65 centigrades.
2013-06-05,B,4,39.36,23,0,0.94,14,4,All material was dried at 65 centigrades.
2013-06-05,C,1,121.19,74.59,4.65,3.27,14,0,All material was dried at 65 centigrades.
2013-06-05,C,2,170.35,44.41,2.11,2.36,14,3.1,All material was dried at 65 centigrades.
2013-06-05,C,3,161.21,26.43,2.65,4.97,14,0,All material was dried at 65 centigrades.
2013-06-05,C,4,92.01,71.68,0.4,16.85,14,2.4,All material was dried at 65 centigrades.
2013-06-21,A,1,38.06,8,0,6.26,17,2.5,All material was dried at 65 centigrades.
2013-06-21,A,2,37.59,7.4,0,7.39,17,1,All material was dried at 65 centigrades.
2013-06-21,A,3,25.92,4.41,0,1.67,17,0.5,All material was dried at 65 centigrades.
2013-06-21,A,4,43.18,6.4,0,5.26,17,1,All material was dried at 65 centigrades.
2013-06-21,B,1,62.68,18.89,0,0.02,17,3,All material was dried at 65 centigrades.
2013-06-21,B,2,56.35,20.98,0,9.43,17,0,All material was dried at 65 centigrades.
2013-06-21,B,3,85.42,17.54,0,7.13,17,0,All material was dried at 65 centigrades.
2013-06-21,B,4,41.91,6.59,0,2.72,17,1.5,All material was dried at 65 centigrades.
2013-06-21,C,1,146.75,13.33,4.88,2.59,17,2,All material was dried at 65 centigrades.
2013-06-21,C,2,115.35,18.52,3.46,1.49,17,4,All material was dried at 65 centigrades.
2013-06-21,C,3,82.44,15.49,3.77,2.24,17,2.5,All material was dried at 65 centigrades.
2013-06-21,C,4,72.85,24.62,0,16.16,17,1,All material was dried at 65 centigrades.
2013-07-03,A,1,29.09,12.26,0,9.04,14,2.5,All material was dried at 65 centigrades.
2013-07-03,A,2,49.9,10.77,0,3.46,14,1,All material was dried at 65 centigrades.
2013-07-03,A,3,45.68,17.08,0,2.1,14,0.5,All material was dried at 65 centigrades.
2013-07-03,A,4,37.27,8.13,0,11.85,14,1,All material was dried at 65 centigrades.
2013-07-03,B,1,42.66,9.79,0,0.04,14,0.5,All material was dried at 65 centigrades.
2013-07-03,B,2,30.55,4.08,0,14.84,14,1,All material was dried at 65 centigrades.
2013-07-03,B,3,49.01,6.78,0,0.96,14,0,All material was dried at 65 centigrades.
2013-07-03,B,4,25.31,7.18,0,2.3,14,0,All material was dried at 65 centigrades.
2013-07-03,C,1,61.03,14.08,0,16.66,14,1.5,All material was dried at 65 centigrades.
2013-07-03,C,2,28.9,5.27,0,2.98,14,2.5,All material was dried at 65 centigrades.
2013-07-03,C,3,46.97,2.51,0,0.29,14,1,All material was dried at 65 centigrades.
2013-07-03,C,4,41.02,44.65,0,11.34,14,1,All material was dried at 65 centigrades.
2013-07-18,A,1,26.08,12.01,0,25.37,14,0,All material was dried at 65 centigrades.
2013-07-18,A,2,30,7.17,0,9.77,14,0,All material was dried at 65 centigrades.
2013-07-18,A,3,41.93,3.06,3,0.21,14,1,All material was dried at 65 centigrades.
2013-07-18,A,4,37.02,5.74,0,10.46,14,0,All material was dried at 65 centigrades.
2013-07-18,B,1,46.31,10.56,0,4.92,14,0.5,All material was dried at 65 centigrades.
2013-07-18,B,2,46.28,8.69,3.6,20.07,14,0,All material was dried at 65 centigrades.
2013-07-18,B,3,76.87,16.13,1.79,9.07,14,0,All material was dried at 65 centigrades.
2013-07-18,B,4,29.08,3.14,0,5.52,14,1,All material was dried at 65 centigrades.
2013-07-18,C,1,13.48,5.79,0,22.59,14,0,All material was dried at 65 centigrades.
2013-07-18,C,2,31.42,14.57,0,8.84,14,1,All material was dried at 65 centigrades.
2013-07-18,C,3,78.34,2.29,2.39,12.81,14,0.5,All material was dried at 65 centigrades.
2013-07-18,C,4,48.6,23.62,0,20.59,14,0,All material was dried at 65 centigrades.
2013-08-01,A,1,42.59,25.61,0,27.96,14,0,All material was dried at 65 centigrades.
2013-08-01,A,2,34.4,8.94,0,49.04,14,1.6,All material was dried at 65 centigrades.
2013-08-01,A,3,68.28,14.02,0,3.11,14,0,All material was dried at 65 centigrades.
2013-08-01,A,4,40.21,8.18,0,7.99,14,0,All material was dried at 65 centigrades.
2013-08-01,B,1,42.23,4.18,2.98,0.18,14,2.1,All material was dried at 65 centigrades.
2013-08-01,B,2,46.14,7.73,0,19.32,14,0,All material was dried at 65 centigrades.
2013-08-01,B,3,55.06,17.27,0,25.8,14,0,All material was dried at 65 centigrades.
2013-08-01,B,4,26.28,6.43,0,4.45,14,0,All material was dried at 65 centigrades.
2013-08-01,C,1,26.41,4.46,0,28.6,14,0,All material was dried at 65 centigrades.
2013-08-01,C,2,47.94,11.92,0,19.27,14,1.4,All material was dried at 65 centigrades.
2013-08-01,C,3,55.68,3.47,2.63,19.7,14,2.1,All material was dried at 65 centigrades.
2013-08-01,C,4,31.03,20.11,0,15.44,14,0,All material was dried at 65 centigrades.
2013-08-16,A,1,36.24,4.73,0,10.2,15,0,All material was dried at 65 centigrades.
2013-08-16,A,2,35.45,8.34,0,5.02,15,0,All material was dried at 65 centigrades.
2013-08-16,A,3,41.08,6.03,3.02,2.71,15,0,All material was dried at 65 centigrades.
2013-08-16,A,4,31.92,2.78,0,12.5,15,2,All material was dried at 65 centigrades.
2013-08-16,B,1,55.9,4.63,1.14,2.21,15,1.2,All material was dried at 65 centigrades.
2013-08-16,B,2,62.24,14.67,0,10.87,15,0,All material was dried at 65 centigrades.
2013-08-16,B,3,53.32,13.91,0,9.76,15,0,All material was dried at 65 centigrades.
2013-08-16,B,4,18.74,2.1,1.93,2.73,15,0,All material was dried at 65 centigrades.
2013-08-16,C,1,41.57,11.14,1.2,9.25,15,0,All material was dried at 65 centigrades.
2013-08-16,C,2,51.75,19.62,0,3.77,15,0,All material was dried at 65 centigrades.
2013-08-16,C,3,39.7,8.45,1.34,4.02,15,1.1,All material was dried at 65 centigrades.
2013-08-16,C,4,35.99,13.28,0,15.32,15,2.4,All material was dried at 65 centigrades.
2013-08-29,A,1,32.4,11.96,0,20.74,14,0,All material was dried at 65 centigrades.
2013-08-29,A,2,28.45,2.61,2.09,1.93,14,0,All material was dried at 65 centigrades.
2013-08-29,A,3,73.29,6.62,1.12,0.74,14,1,All material was dried at 65 centigrades.
2013-08-29,A,4,31.97,4.29,0,13.1,14,0,All material was dried at 65 centigrades.
2013-08-29,B,1,39.92,2.7,1.09,1.41,14,0.5,All material was dried at 65 centigrades.
2013-08-29,B,2,78.25,13.21,4.03,5.19,14,0,All material was dried at 65 centigrades.
2013-08-29,B,3,40.54,8.11,0,7.34,14,0,All material was dried at 65 centigrades.
2013-08-29,B,4,33.26,1.22,0,1.04,14,1,All material was dried at 65 centigrades.
2013-08-29,C,1,30.53,7.81,0,11.29,14,0,All material was dried at 65 centigrades.
2013-08-29,C,2,50.2,9.17,0,9.72,14,1,All material was dried at 65 centigrades.
2013-08-29,C,3,50.58,6.24,3.38,1.24,14,0.5,All material was dried at 65 centigrades.
2013-08-29,C,4,55.82,7.24,0,19.33,14,0,All material was dried at 65 centigrades.
2013-09-12,A,1,92.64,14.54,0,15.01,15,0,All material was dried at 65 centigrades.
2013-09-12,A,2,92.96,15.37,0,1.49,15,0,All material was dried at 65 centigrades.
2013-09-12,A,3,119.92,10.51,2.52,1.42,15,3,All material was dried at 65 centigrades.
2013-09-12,A,4,96.13,71.48,0,19.11,15,0,All material was dried at 65 centigrades.
2013-09-12,B,1,83.51,22.74,0,4.05,15,2.1,All material was dried at 65 centigrades.
2013-09-12,B,2,142.42,27.35,5.23,14.62,15,0,All material was dried at 65 centigrades.
2013-09-12,B,3,113.36,21.2,0.86,11.21,15,0,All material was dried at 65 centigrades.
2013-09-12,B,4,60.45,11.28,0,4.13,15,0,All material was dried at 65 centigrades.
2013-09-12,C,1,66.23,98.4,0,26.35,15,3,All material was dried at 65 centigrades.
2013-09-12,C,2,113.65,30.95,7.45,8.5,15,0,All material was dried at 65 centigrades.
2013-09-12,C,3,130.67,29.41,4.78,0.96,15,0,All material was dried at 65 centigrades.
2013-09-12,C,4,103.71,52.35,5.56,62.55,15,0,All material was dried at 65 centigrades.
2013-09-26,A,1,31.14,1.62,0,6.29,15,5,All material was dried at 65 centigrades.
2013-09-26,A,2,30.04,2.94,0,2.46,15,0,All material was dried at 65 centigrades.
2013-09-26,A,3,71.53,11.05,0,3.24,15,0,All material was dried at 65 centigrades.
2013-09-26,A,4,30.33,4.43,0,2.47,15,0,All material was dried at 65 centigrades.
2013-09-26,B,1,75.64,9.21,0,2,15,0.5,All material was dried at 65 centigrades.
2013-09-26,B,2,79.11,15.34,4.5,4.34,15,0,All material was dried at 65 centigrades.
2013-09-26,B,3,101.04,12.93,3.87,2.48,15,0,All material was dried at 65 centigrades.
2013-09-26,B,4,31.02,2.99,0,6.69,15,0,All material was dried at 65 centigrades.
2013-09-26,C,1,34.67,8.45,0,12.06,15,0,All material was dried at 65 centigrades.
2013-09-26,C,2,114.72,18.04,0,14.36,15,0,All material was dried at 65 centigrades.
2013-09-26,C,3,80.74,14.06,0,9.54,15,0,All material was dried at 65 centigrades.
2013-09-26,C,4,99.61,27.59,0,47.3,15,0.7,All material was dried at 65 centigrades.
2013-10-10,A,1,58.09,6.18,0,15.87,15,0,All material was dried at 65 centigrades.
2013-10-10,A,2,78.11,13.24,0,13.31,15,0,All material was dried at 65 centigrades.
2013-10-10,A,3,117.15,26.39,0,10.37,15,2.2,All material was dried at 65 centigrades.
2013-10-10,A,4,92.26,15.62,0,3.89,15,0,All material was dried at 65 centigrades.
2013-10-10,B,1,132.3,18.32,2.13,10.91,15,0,All material was dried at 65 centigrades.
2013-10-10,B,2,136.02,27,0,14.08,15,0,All material was dried at 65 centigrades.
2013-10-10,B,3,112.52,42.34,0,11.73,15,3,All material was dried at 65 centigrades.
2013-10-10,B,4,61.32,5.29,0,5.98,15,0,All material was dried at 65 centigrades.
2013-10-10,C,1,40.55,12.35,0,3.22,15,3,All material was dried at 65 centigrades.
2013-10-10,C,2,116.54,27.58,0,6.6,15,2.4,All material was dried at 65 centigrades.
2013-10-10,C,3,131.3,18.33,0,6.88,15,0,All material was dried at 65 centigrades.
2013-10-10,C,4,75.96,26.17,0,42.85,15,0,All material was dried at 65 centigrades.
2013-10-25,A,1,36.28,7.2,0,17.16,15,1.5,All material was dried at 65 centigrades.
2013-10-25,A,2,25.25,6.25,0,15.24,15,0,All material was dried at 65 centigrades.
2013-10-25,A,3,23.44,10.72,0,3.61,15,0,All material was dried at 65 centigrades.
2013-10-25,A,4,19.49,1.93,0,3.45,15,0,All material was dried at 65 centigrades.
2013-10-25,B,1,30.46,11.08,0,3.7,15,1,All material was dried at 65 centigrades.
2013-10-25,B,2,46.49,10.7,0,13.92,15,1,All material was dried at 65 centigrades.
2013-10-25,B,3,29.48,3.21,0,3.28,15,0,All material was dried at 65 centigrades.
2013-10-25,B,4,17.64,1.98,0,7.27,15,1.5,All material was dried at 65 centigrades.
2013-10-25,C,1,36.11,7.36,0,3.66,15,1,All material was dried at 65 centigrades.
2013-10-25,C,2,62.01,11.34,0,4.35,15,1,All material was dried at 65 centigrades.
2013-10-25,C,3,59.49,9.06,0,10.07,15,1,All material was dried at 65 centigrades.
2013-10-25,C,4,33.94,17.23,0,43.31,15,0.5,All material was dried at 65 centigrades.
2013-11-07,A,1,27.48,19.31,0,8.97,14,1,All material was dried at 65 centigrades.
2013-11-07,A,2,36.61,3.88,0,7.96,14,0,All material was dried at 65 centigrades.
2013-11-07,A,3,37.24,5.08,0,11.06,14,0,All material was dried at 65 centigrades.
2013-11-07,A,4,30.42,4.22,0,11.64,14,1,All material was dried at 65 centigrades.
2013-11-07,B,1,42.02,6.7,0,22.55,14,0,All material was dried at 65 centigrades.
2013-11-07,B,2,70.79,10,0,29.92,14,0.7,All material was dried at 65 centigrades.
2013-11-07,B,3,49.1,12.42,0,20.37,14,0,All material was dried at 65 centigrades.
2013-11-07,B,4,19.6,6.26,0,2.66,14,1.2,All material was dried at 65 centigrades.
2013-11-07,C,1,23.78,16.57,0,5.1,14,1,All material was dried at 65 centigrades.
2013-11-07,C,2,63.4,13.54,0,30.44,14,1,All material was dried at 65 centigrades.
2013-11-07,C,3,45.7,10.43,0,24.59,14,0,All material was dried at 65 centigrades.
2013-11-07,C,4,49.23,17.07,0,53.05,14,2,All material was dried at 65 centigrades.
2013-11-21,A,1,12.59,1.76,0,11.8,15,0.5,All material was dried at 65 centigrades.
2013-11-21,A,2,7.35,2.77,0,1.57,15,0,All material was dried at 65 centigrades.
2013-11-21,A,3,13.54,2.61,0,3.13,15,0,All material was dried at 65 centigrades.
2013-11-21,A,4,3.73,1.48,0,3.16,15,0,All material was dried at 65 centigrades.
2013-11-21,B,1,32.5,7.06,0,16.18,15,0.5,All material was dried at 65 centigrades.
2013-11-21,B,2,28.74,10.98,0,40.96,15,1,All material was dried at 65 centigrades.
2013-11-21,B,3,33.47,9.45,0,18.91,15,1,All material was dried at 65 centigrades.
2013-11-21,B,4,12.39,0.97,0,6.53,15,0.5,All material was dried at 65 centigrades.
2013-11-21,C,1,48.42,2.35,0,6.8,15,0,All material was dried at 65 centigrades.
2013-11-21,C,2,21.2,8.05,0,45.72,15,0,All material was dried at 65 centigrades.
2013-11-21,C,3,46.96,6.22,0,27.6,15,0.5,All material was dried at 65 centigrades.
2013-11-21,C,4,19.94,11.98,0,59.89,15,0,All material was dried at 65 centigrades.
2013-12-05,A,1,27.36,14.55,0,8.91,14,0,All material was dried at 65 centigrades.
2013-12-05,A,2,16.08,4.69,0.88,13.8,14,0,All material was dried at 65 centigrades.
2013-12-05,A,3,54.73,9.85,0,3.6,14,2.4,All material was dried at 65 centigrades.
2013-12-05,A,4,23.39,17.12,0,22.69,14,0,All material was dried at 65 centigrades.
2013-12-05,B,1,42.69,38.44,4.62,18.66,14,1.1,All material was dried at 65 centigrades.
2013-12-05,B,2,47.22,38.48,0,53.52,14,2.7,All material was dried at 65 centigrades.
2013-12-05,B,3,35.39,63.03,0,16.6,14,0,All material was dried at 65 centigrades.
2013-12-05,B,4,22.78,9.86,0,35.37,14,2,All material was dried at 65 centigrades.
2013-12-05,C,1,22.05,6.22,2.35,5.78,14,3,All material was dried at 65 centigrades.
2013-12-05,C,2,20.8,19.73,0,20.7,14,4.1,All material was dried at 65 centigrades.
2013-12-05,C,3,29.72,19.57,0,50.24,14,2.2,All material was dried at 65 centigrades.
2013-12-05,C,4,27.34,33.5,0,67.38,14,1.9,All material was dried at 65 centigrades.
2013-12-19,A,1,27.56,40.88,0,20.92,14,0,All material was dried at 65 centigrades.
2013-12-19,A,2,16.69,9.98,0,6.04,14,1.2,All material was dried at 65 centigrades.
2013-12-19,A,3,28.98,14.44,0,18.8,14,0,All material was dried at 65 centigrades.
2013-12-19,A,4,19.53,140.22,0,12.54,14,0,All material was dried at 65 centigrades.
2013-12-19,B,1,13.11,6.87,0.45,12.53,14,0,All material was dried at 65 centigrades.
2013-12-19,B,2,15.51,6.23,1.86,28.88,14,2,All material was dried at 65 centigrades.
2013-12-19,B,3,12.24,3.9,0,14.4,14,0,All material was dried at 65 centigrades.
2013-12-19,B,4,3.35,1.29,0,17.38,14,0,All material was dried at 65 centigrades.
2013-12-19,C,1,21.74,11.63,0,9.1,14,2.4,All material was dried at 65 centigrades.
2013-12-19,C,2,14.49,10.71,0,24.16,14,3,All material was dried at 65 centigrades.
2013-12-19,C,3,36.78,4.66,0.61,32.64,14,0,All material was dried at 65 centigrades.
2013-12-19,C,4,22.21,23.47,0,70.8,14,0,All material was dried at 65 centigrades.
2014-01-03,A,1,23.11,8.47,0,18.16,15,4.5,All material was dried at 65 centigrades.
2014-01-03,A,2,22.48,18.6,0,9.3,15,0,All material was dried at 65 centigrades.
2014-01-03,A,3,32.99,3.74,0,4.45,15,3,All material was dried at 65 centigrades.
2014-01-03,A,4,32.5,14.2,0,10.4,15,1.5,All material was dried at 65 centigrades.
2014-01-03,B,1,51.89,17.43,3.04,16.8,15,0,All material was dried at 65 centigrades.
2014-01-03,B,2,68.5,17.96,0,17.37,15,0,All material was dried at 65 centigrades.
2014-01-03,B,3,55.76,22.76,3.42,3.79,15,1.3,All material was dried at 65 centigrades.
2014-01-03,B,4,42.31,8.76,0,35.43,15,0,All material was dried at 65 centigrades.
2014-01-03,C,1,43.16,18.88,0,14.79,15,2.1,All material was dried at 65 centigrades.
2014-01-03,C,2,34.87,12.85,0,9.9,15,0,All material was dried at 65 centigrades.
2014-01-03,C,3,68.71,8.48,0,12.45,15,0,All material was dried at 65 centigrades.
2014-01-03,C,4,60.41,25.21,0,17.18,15,0,All material was dried at 65 centigrades.
2014-01-16,A,1,16.17,35.4,0,28.13,13,5,All material was dried at 65 centigrades.
2014-01-16,A,2,13.99,8.02,0,2.05,13,0,All material was dried at 65 centigrades.
2014-01-16,A,3,24.07,6.69,0,3.84,13,0,All material was dried at 65 centigrades.
2014-01-16,A,4,15.7,20.16,0,0.07,13,2,All material was dried at 65 centigrades.
2014-01-16,B,1,20.85,13.23,0,7.72,13,0,All material was dried at 65 centigrades.
2014-01-16,B,2,12.87,7.12,0,0.55,13,0,All material was dried at 65 centigrades.
2014-01-16,B,3,13.71,3.17,0,1.99,13,1.2,All material was dried at 65 centigrades.
2014-01-16,B,4,7.72,1.03,0,4.33,13,0,All material was dried at 65 centigrades.
2014-01-16,C,1,11.47,3.74,0,2.24,13,0,All material was dried at 65 centigrades.
2014-01-16,C,2,6.13,6.75,0,0,13,0,All material was dried at 65 centigrades.
2014-01-16,C,3,15.43,3,0,2.75,13,2,All material was dried at 65 centigrades.
2014-01-16,C,4,13.89,6.75,0,19.43,13,0,All material was dried at 65 centigrades.
2014-01-30,A,1,18.41,8.41,0,6.67,15,5,All material was dried at 65 centigrades.
2014-01-30,A,2,19.04,4.18,1.9,2.54,15,0.75,All material was dried at 65 centigrades.
2014-01-30,A,3,27.01,3.96,0,0.76,15,1,All material was dried at 65 centigrades.
2014-01-30,A,4,23,17.23,0,0.77,15,1,All material was dried at 65 centigrades.
2014-01-30,B,1,25,4.28,0,5.07,15,1,All material was dried at 65 centigrades.
2014-01-30,B,2,42.08,18.97,0,4.31,15,0.5,All material was dried at 65 centigrades.
2014-01-30,B,3,31.02,6.7,0,0.45,15,0,All material was dried at 65 centigrades.
2014-01-30,B,4,28.14,5.21,0,22.98,15,1.5,All material was dried at 65 centigrades.
2014-01-30,C,1,17.7,6.87,0,1.8,15,1,All material was dried at 65 centigrades.
2014-01-30,C,2,11.73,10.5,0,0.64,15,0.5,All material was dried at 65 centigrades.
2014-01-30,C,3,25.47,9.34,0,0.37,15,1,All material was dried at 65 centigrades.
2014-01-30,C,4,35.44,5.75,0,38.95,15,1.25,All material was dried at 65 centigrades.
2014-02-13,A,1,17.82,3.07,0,13,15,2,All material was dried at 65 centigrades.
2014-02-13,A,2,11.46,14.11,0,2.16,15,1,All material was dried at 65 centigrades.
2014-02-13,A,3,13.27,3.08,0,5.71,15,1,All material was dried at 65 centigrades.
2014-02-13,A,4,21.66,6.75,0,1.25,15,0,All material was dried at 65 centigrades.
2014-02-13,B,1,20.79,4.42,3.12,0.5,15,0,All material was dried at 65 centigrades.
2014-02-13,B,2,28.02,11.26,0,2.85,15,2.1,All material was dried at 65 centigrades.
2014-02-13,B,3,30.45,10.27,0,0.53,15,0,All material was dried at 65 centigrades.
2014-02-13,B,4,18.62,3,0,30.52,15,0,All material was dried at 65 centigrades.
2014-02-13,C,1,17.22,20.79,0,1.22,15,2,All material was dried at 65 centigrades.
2014-02-13,C,2,15.06,5.04,0,2.79,15,3.1,All material was dried at 65 centigrades.
2014-02-13,C,3,27.67,5.4,0,1.84,15,0,All material was dried at 65 centigrades.
2014-02-13,C,4,25.22,9.7,0,0.93,15,1,All material was dried at 65 centigrades.
2014-02-27,A,1,7.44,4.75,0,2.27,15,3,All material was dried at 65 centigrades.
2014-02-27,A,2,8.54,7.89,0,0.29,15,2,All material was dried at 65 centigrades.
2014-02-27,A,3,9.13,1.06,0,0.97,15,0.5,All material was dried at 65 centigrades.
2014-02-27,A,4,8.29,2.95,0,0.04,15,1,All material was dried at 65 centigrades.
2014-02-27,B,1,20.18,4.43,0,0.28,15,0,All material was dried at 65 centigrades.
2014-02-27,B,2,31.39,15.51,0,5.85,15,1.1,All material was dried at 65 centigrades.
2014-02-27,B,3,32.52,10.63,0,0.81,15,0,All material was dried at 65 centigrades.
2014-02-27,B,4,14.93,1.84,0,11.52,15,0,All material was dried at 65 centigrades.
2014-02-27,C,1,38.26,6.26,0,3.3,15,2.3,All material was dried at 65 centigrades.
2014-02-27,C,2,18.8,5.08,0,0.49,15,0,All material was dried at 65 centigrades.
2014-02-27,C,3,30.11,7.04,0,7.11,15,0,All material was dried at 65 centigrades.
2014-02-27,C,4,24.58,13.19,0,0.59,15,1.6,All material was dried at 65 centigrades.
2014-03-13,A,1,22.48,7.36,0,1.88,15,0,All material was dried at 65 centigrades.
2014-03-13,A,2,20.5,2.09,0,2.98,15,0,All material was dried at 65 centigrades.
2014-03-13,A,3,19.87,5.06,0,1.28,15,1.1,All material was dried at 65 centigrades.
2014-03-13,A,4,26.66,7.15,0,1.1,15,1.9,All material was dried at 65 centigrades.
2014-03-13,B,1,20.84,1.8,0,0.44,15,2,All material was dried at 65 centigrades.
2014-03-13,B,2,24.35,9.59,0,1.16,15,0,All material was dried at 65 centigrades.
2014-03-13,B,3,28.25,26.36,0,0.99,15,0,All material was dried at 65 centigrades.
2014-03-13,B,4,16.23,1.07,0,5.18,15,0,All material was dried at 65 centigrades.
2014-03-13,C,1,22.97,9,0,0.84,15,0,All material was dried at 65 centigrades.
2014-03-13,C,2,13.1,4.27,0,1.28,15,0,All material was dried at 65 centigrades.
2014-03-13,C,3,19.19,2.31,0,2.97,15,3.1,All material was dried at 65 centigrades.
2014-03-13,C,4,18.23,5.74,0,1.72,15,0,All material was dried at 65 centigrades.
2014-03-27,A,1,33.04,22.88,0,11.12,15,1,All material was dried at 65 centigrades.
2014-03-27,A,2,17.5,4.53,0,0.73,15,1,All material was dried at 65 centigrades.
2014-03-27,A,3,48.6,2.84,0,0.51,15,2,All material was dried at 65 centigrades.
2014-03-27,A,4,20.02,3.99,0,2.99,15,0.55,All material was dried at 65 centigrades.
2014-03-27,B,1,16.46,0.93,0,0.61,15,0.5,All material was dried at 65 centigrades.
2014-03-27,B,2,19.67,10.28,0,9.04,15,0.5,All material was dried at 65 centigrades.
2014-03-27,B,3,32.02,2.91,0,5.76,15,0,All material was dried at 65 centigrades.
2014-03-27,B,4,14.51,0.69,0,2.22,15,0,All material was dried at 65 centigrades.
2014-03-27,C,1,34.03,4.21,0,0.59,15,0,All material was dried at 65 centigrades.
2014-03-27,C,2,16.58,3.71,0,0.34,15,0.3,All material was dried at 65 centigrades.
2014-03-27,C,3,29.69,4.71,0,10.89,15,0,All material was dried at 65 centigrades.
2014-03-27,C,4,29.33,13.83,0,11.56,15,5,All material was dried at 65 centigrades.
2014-04-10,A,1,45.14,20.39,0,16.05,14,0,All material was dried at 65 centigrades.
2014-04-10,A,2,29.75,7.56,0,0.16,14,0,All material was dried at 65 centigrades.
2014-04-10,A,3,74.41,28.39,0,6.22,14,0,All material was dried at 65 centigrades.
