DATACODE,CARDTYPE,STUDYID,STAND,PLOT,YEAR,SPECIES,DECAY,POSITION,WVOL,BVOL,TVOL,WMASS,BMASS,TMASS,PCOVER,SURFAREA,N,P,K,CA,MG,MN,NA,S
TD012,4,OHJA,RS22,   4,1995,ABPR,4,L,51.45019,4.56339,56.01359,10.39295,2.69240,13.08535,1.38694,416.15398,25.08460,1.46556,31.82356,67.49420,6.24171,1.67493,,
TD012,4,OHJA,RS22,   4,1995,ABPR,4,S,7.14679,0.63389,7.78068,1.44365,0.37400,1.81765,0.00000,57.66536,3.48443,0.20357,4.42052,9.37541,0.86701,0.23266,,
TD012,4,OHJA,RS22,   4,1995,ABPR,5,L,11.97500,0.09395,12.06895,2.21537,0.05543,2.27081,0.58667,160.60064,4.85953,0.22708,5.25238,13.12754,1.49192,0.37241,,
TD012,4,OHJA,RS22,   4,1995,TSHE,2,L,12.09450,1.02887,13.12337,3.88234,0.42698,4.30932,0.50320,139.41230,5.86067,0.73258,3.87839,6.20542,0.60330,,0.21547,
TD012,4,OHJA,RS22,   4,1995,TSHE,4,L,25.07710,0.20183,25.27893,4.94019,0.08376,5.02395,0.75787,199.51492,13.26322,1.35647,2.11006,6.68185,1.75838,,0.65311,
TD012,4,OHJA,RS22,   4,1995,UNKN,4,L,20.73813,0.85509,21.59321,2.84113,0.37453,3.21565,0.85600,254.88994,7.71757,0.35694,0.54987,5.46662,0.81034,0.16721,0.16078,
TD012,4,OHJA,RS22,   4,1995,UNKN,5,L,10.55413,0.10634,10.66047,1.56201,0.04658,1.60859,0.59733,150.90811,7.18556,0.42949,0.49866,4.82576,1.05523,0.09008,0.31046,
TD012,4,OHJA,RS22,   8,1995,ABAM,2,L,35.47567,10.83872,46.31441,11.81341,6.39485,18.20825,1.65867,506.89568,21.74065,1.45666,24.34443,48.61603,7.35613,2.02112,,
TD012,4,OHJA,RS22,   8,1995,ABAM,3,L,12.74014,1.12999,13.87013,2.57351,0.66669,3.24021,0.54000,176.02002,6.21147,0.36290,7.88018,16.71296,1.54557,0.41475,,
TD012,4,OHJA,RS22,   8,1995,ABAM,4,L,11.84512,0.09294,11.93805,2.19135,0.05483,2.24618,0.37333,125.66371,4.80682,0.22462,5.19541,12.98516,1.47574,0.36837,,
TD012,4,OHJA,RS22,   8,1995,ABAM,4,S,8.97735,0.07044,9.04779,1.66081,0.04156,1.70237,0.00000,60.31858,3.64306,0.17024,3.93757,9.84138,1.11845,0.27919,,
TD012,4,OHJA,RS22,   8,1995,ABPR,2,L,98.57070,31.65878,130.22949,33.51404,18.67869,52.19272,2.52533,749.79110,50.94009,3.65349,69.72948,138.62387,15.18809,3.60130,,
TD012,4,OHJA,RS22,   8,1995,ABPR,2,S,287.82153,92.44209,380.26361,97.85932,54.54083,152.40015,0.00000,1842.52986,148.74255,10.66801,203.60659,404.77479,44.34844,10.51561,,
TD012,4,OHJA,RS22,   8,1995,ABPR,3,L,240.47761,73.47206,313.94965,80.07904,43.34851,123.42757,8.61407,2597.60480,147.37250,9.87421,165.02265,329.55156,49.86475,13.70046,,
TD012,4,OHJA,RS22,   8,1995,ABPR,3,S,7.24321,2.21298,9.45619,2.41199,1.30566,3.71765,0.00000,101.62738,4.43887,0.29741,4.97049,9.92612,1.50193,0.41266,,
TD012,4,OHJA,RS22,   8,1995,ABPR,4,L,35.53195,3.15152,38.68347,7.17745,1.85940,9.03685,1.21600,391.55196,17.32365,1.01212,21.97762,46.61208,4.31058,1.15672,,
TD012,4,OHJA,RS22,   8,1995,ABPR,4,S,1.50054,0.13309,1.63363,0.30311,0.07852,0.38163,0.00000,28.87532,0.73159,0.04274,0.92813,1.96846,0.18204,0.04885,,
TD012,4,OHJA,RS22,   8,1995,ABPR,5,B,6.28319,0.00000,6.28319,1.16239,0.00000,1.16239,0.12566,25.13274,2.48751,0.11624,2.68861,6.71977,0.76369,0.19063,,
TD012,4,OHJA,RS22,   8,1995,PIMO,3,L,6.55018,0.01575,6.56593,1.50654,0.00882,1.51536,0.27200,78.35613,2.97314,0.12881,0.42582,1.95785,0.38339,0.05910,,
TD012,4,OHJA,RS22,  13,1995,ABPR,1,S,0.98983,0.31791,1.30774,0.33654,0.18757,0.52411,0.00000,45.05986,0.51153,0.03669,0.70021,1.39204,0.15252,0.03616,,
TD012,4,OHJA,RS22,  13,1995,ABPR,2,S,321.01265,103.10236,424.11501,109.14430,60.83039,169.97469,0.00000,2041.79355,165.89530,11.89823,227.08619,451.45278,49.46264,11.72825,,
TD012,4,OHJA,RS22,  13,1995,ABPR,3,L,71.17031,21.74434,92.91466,23.69971,12.82917,36.52888,2.51669,777.26114,43.61548,2.92231,48.83911,97.53210,14.75768,4.05470,,
TD012,4,OHJA,RS22,  13,1995,ABPR,3,S,271.02883,82.80624,353.83507,90.25260,48.85567,139.10828,0.00000,1954.61133,166.09528,11.12867,185.98778,371.41911,56.19975,15.44102,,
TD012,4,OHJA,RS22,  13,1995,ABPR,4,L,114.04684,10.11543,124.16227,23.03745,5.96810,29.00556,2.41343,716.74288,55.60367,3.24863,70.54154,149.61071,13.83566,3.71270,,
TD012,4,OHJA,RS22,  13,1995,ABPR,5,L,80.52768,0.63181,81.15949,14.89762,0.37277,15.27039,2.13547,618.28260,32.67863,1.52704,35.32041,88.27811,10.03264,2.50434,,
TD012,4,OHJA,RS22,  13,1995,UNKN,2,L,1.79247,0.37209,2.16456,0.61123,0.16297,0.77421,0.16107,53.57371,0.77421,0.03020,0.11458,0.92905,0.06349,0.04723,0.02322,
TD012,4,OHJA,RS22,  13,1995,UNKN,3,L,83.98853,11.06413,95.05266,23.26482,4.84609,28.11091,1.85813,532.71946,28.11091,1.15255,3.96363,30.92200,3.45764,4.44152,1.09633,
TD012,4,OHJA,RS22,  13,1995,UNKN,4,L,7.19539,0.29668,7.49207,0.98576,0.12994,1.11572,0.27520,80.36188,2.67771,0.12384,0.19079,1.89672,0.28116,0.05802,0.05579,
TD012,4,OHJA,RS22,  13,1995,UNKN,5,L,112.72573,1.13576,113.86150,16.68341,0.49746,17.18088,2.74193,706.47944,76.74698,4.58730,5.32607,51.54263,11.27066,0.96212,3.31590,
TD012,4,OHJA,RS22,  13,1995,UNKN,5,S,8.11155,0.08173,8.19327,1.20051,0.03580,1.23631,0.00000,42.69904,5.52258,0.33009,0.38325,3.70892,0.81102,0.06923,0.23861,
TD012,4,OHJA,RS23,   2,1995,ABAM,3,S,7.98603,0.70832,8.69436,1.61318,0.41791,2.03109,0.00000,83.10923,3.89360,0.22748,4.93961,10.47636,0.96883,0.25998,,
TD012,4,OHJA,RS23,   2,1995,ABAM,4,L,40.41637,0.31711,40.73347,7.47703,0.18709,7.66412,1.36320,395.09930,16.40122,0.76641,17.72710,44.30627,5.03532,1.25691,,
TD012,4,OHJA,RS23,   2,1995,ABAM,4,S,0.79019,0.00620,0.79639,0.14619,0.00366,0.14984,0.00000,14.24164,0.32067,0.01498,0.34659,0.86625,0.09845,0.02457,,
TD012,4,OHJA,RS23,   2,1995,ABCO,3,S,52.23452,15.95898,68.19350,17.39410,9.41580,26.80990,0.00000,372.28142,32.01102,2.14479,35.84483,71.58242,10.83120,2.97590,,
TD012,4,OHJA,RS23,   2,1995,ABCO,4,L,25.60773,2.27129,27.87902,5.17276,1.34006,6.51282,0.92000,238.33738,12.48508,0.72944,15.83918,33.59313,3.10662,0.83364,,
TD012,4,OHJA,RS23,   2,1995,PSME,2,S,157.65410,32.72641,190.38051,53.76005,14.33417,68.09422,0.00000,1068.95431,68.09422,2.65567,10.07794,81.71306,5.58373,4.15375,2.04283,
TD012,4,OHJA,RS23,   2,1995,PSME,3,L,99.75006,13.14045,112.89052,27.63077,5.75552,33.38629,2.04534,624.36625,33.38629,1.36883,4.70747,36.72492,4.10651,5.27503,1.30206,
TD012,4,OHJA,RS23,   2,1995,PSME,4,S,3.82519,0.15773,3.98291,0.52405,0.06908,0.59313,0.00000,48.33226,1.42352,0.06584,0.10142,1.00833,0.14947,0.03085,0.02966,
TD012,4,OHJA,RS23,   2,1995,TSHE,3,L,29.96735,2.01406,31.98142,9.58955,0.83584,10.42539,1.18400,359.82375,11.78069,3.23187,4.37866,14.17853,1.98083,,0.72978,
TD012,4,OHJA,RS23,   2,1995,TSHE,3,S,19.12945,1.28566,20.41512,6.12143,0.53355,6.65498,0.00000,141.10939,7.52012,2.06304,2.79509,9.05077,1.26445,,0.46585,
TD012,4,OHJA,RS23,   2,1995,TSHE,4,S,12.98546,0.10451,13.08997,2.55814,0.04337,2.60151,0.00000,101.53130,6.86798,0.70241,1.09263,3.46000,0.91053,,0.33820,
TD012,4,OHJA,RS23,   2,1995,UNKN,5,L,168.73524,1.70008,170.43533,24.97283,0.74465,25.71745,5.25120,1385.94175,114.87987,6.86657,7.97242,77.15237,16.87065,1.44018,4.96348,
TD012,4,OHJA,RS23,   2,1995,UNKN,5,S,60.58777,0.61045,61.19822,8.96699,0.26737,9.23436,0.00000,135.93640,41.24992,2.46557,2.86265,27.70310,6.05774,0.51713,1.78223,
TD012,4,OHJA,RS23,   3,1995,PSME,4,L,24.63279,1.01568,25.64847,3.37469,0.44487,3.81956,0.58197,185.00331,9.16694,0.42397,0.65314,6.49325,0.96253,0.19862,0.19098,
TD012,4,OHJA,RS23,   3,1995,PSME,4,S,48.79212,2.01184,50.80395,6.68452,0.88119,7.56571,0.00000,336.58097,18.15769,0.83979,1.29373,12.86170,1.90656,0.39341,0.37828,
TD012,4,OHJA,RS23,   3,1995,UNKN,4,L,6.90936,0.28490,7.19424,0.94658,0.12478,1.07137,0.24000,74.47337,2.57127,0.11892,0.18320,1.82132,0.26998,0.05571,0.05357,
TD012,4,OHJA,RS23,   3,1995,UNKN,4,S,6.47961,0.26717,6.74678,0.88771,0.11702,1.00473,0.00000,74.33583,2.41135,0.11153,0.17181,1.70804,0.25319,0.05225,0.05024,
TD012,4,OHJA,RS23,   3,1995,UNKN,5,B,3.14159,0.00000,3.14159,0.46496,0.00000,0.46496,0.12566,12.56637,2.07696,0.12414,0.14414,1.39487,0.30501,0.02604,0.08974,
TD012,4,OHJA,RS23,   3,1995,UNKN,5,L,278.01525,2.80115,280.81639,41.14626,1.22690,42.37314,7.89387,2130.84860,189.28089,11.31366,13.13568,127.11947,27.79678,2.37288,8.17802,
TD012,4,OHJA,RS23,   3,1995,UNKN,5,S,23.42457,0.23602,23.66059,3.46684,0.10338,3.57021,0.00000,78.45981,15.94813,0.95325,1.10676,10.71063,2.34206,0.19993,0.68905,
TD012,4,OHJA,RS23,   6,1995,PIMO,2,S,366.99569,66.97764,433.97333,129.18248,37.50748,166.68996,0.00000,2031.65842,258.36944,8.50119,103.34777,221.53096,46.50650,4.50063,,
TD012,4,OHJA,RS23,   6,1995,PSME,3,S,76.80484,10.11779,86.92263,21.27494,4.43159,25.70653,0.00000,485.34614,25.70653,1.05397,3.62462,28.27719,3.16190,4.06163,1.00255,
TD012,4,OHJA,RS23,   6,1995,PSME,4,L,30.80547,1.27019,32.07566,4.22035,0.55634,4.77669,0.67333,195.13909,11.46406,0.53021,0.81681,8.12038,1.20373,0.24839,0.23883,
TD012,4,OHJA,RS23,   6,1995,PSME,4,S,21.59298,0.89033,22.48333,2.95823,0.38997,3.34821,0.00000,194.67698,8.03570,0.37164,0.57254,5.69196,0.84375,0.17411,0.16742,
TD012,4,OHJA,RS23,   6,1995,PSME,5,L,14.53267,0.14642,14.67909,2.15083,0.06413,2.21497,0.44400,118.97639,9.89426,0.59140,0.68664,6.64491,1.45302,0.12404,0.42749,
TD012,4,OHJA,RS23,   6,1995,TSHE,3,L,18.95774,1.27412,20.23186,6.06648,0.52876,6.59524,0.51200,161.47664,7.45262,2.04452,2.77000,8.96952,1.25309,,0.46167,
TD012,4,OHJA,RS23,   6,1995,UNKN,4,L,66.47991,2.74115,69.22107,9.10775,1.20062,10.30837,2.35014,701.25677,24.74009,1.14424,1.76274,17.52424,2.59771,0.53604,0.51542,
TD012,4,OHJA,RS23,   6,1995,UNKN,4,S,1.05601,0.04354,1.09956,0.14467,0.01907,0.16375,0.00000,17.77153,0.39299,0.01818,0.02800,0.27837,0.04126,0.00851,0.00819,
TD012,4,OHJA,RS23,   6,1995,UNKN,5,L,105.80725,1.06607,106.87333,15.65949,0.46693,16.12641,3.16640,900.82106,72.03666,4.30574,4.99919,48.37921,10.57893,0.90308,3.11240,
TD012,4,OHJA,RS23,   6,1995,UNKN,5,S,10.70147,0.10782,10.80929,1.58382,0.04723,1.63105,0.00000,49.48060,7.28587,0.43549,0.50562,4.89314,1.06996,0.09134,0.31479,
TD012,4,OHJA,RS23,  12,1995,ABAM,3,L,42.76532,3.79309,46.55840,8.63859,2.23792,10.87652,1.29600,445.55183,20.85028,1.21817,26.45168,56.10107,5.18810,1.39219,,
TD012,4,OHJA,RS23,  12,1995,ABCO,3,L,11.89956,3.63562,15.53518,3.96255,2.14502,6.10757,0.30400,95.57053,7.29244,0.48861,8.16582,16.30721,2.46746,0.67794,,
TD012,4,OHJA,RS23,  12,1995,ABCO,3,S,46.60359,14.23859,60.84217,15.51900,8.40077,23.91976,0.00000,437.28431,28.56020,1.91358,31.98072,63.86577,9.66359,2.65509,,
TD012,4,OHJA,RS23,  12,1995,PSME,2,L,32.76656,6.80181,39.56836,11.17340,2.97919,14.15258,0.75733,238.02798,14.15258,0.55195,2.09459,16.98310,1.16051,0.86331,0.42457,
TD012,4,OHJA,RS23,  12,1995,PSME,2,S,237.95537,49.39564,287.35101,81.14278,21.63529,102.77807,0.00000,1332.11432,102.77807,4.00834,15.21115,123.33368,8.42780,6.26946,3.08334,
TD012,4,OHJA,RS23,  12,1995,PSME,3,L,199.77308,26.31687,226.08994,55.33716,11.52679,66.86394,5.04800,1570.41871,66.86394,2.74141,9.42783,73.55034,8.22425,10.56450,2.60769,
TD012,4,OHJA,RS23,  12,1995,PSME,3,S,36.23490,4.77336,41.00826,10.03707,2.09073,12.12780,0.00000,186.14071,12.12780,0.49724,1.71002,13.34058,1.49172,1.91619,0.47298,
TD012,4,OHJA,RS23,  12,1995,PSME,4,L,71.94982,2.96670,74.91651,9.85713,1.29941,11.15653,2.02667,535.83373,26.77569,1.23838,1.90777,18.96611,2.81145,0.58014,0.55783,
TD012,4,OHJA,RS23,  12,1995,PSME,4,S,1.50859,0.06220,1.57080,0.20668,0.02725,0.23392,0.00000,10.36249,0.56141,0.02597,0.04000,0.39767,0.05895,0.01216,0.01170,
TD012,4,OHJA,RS23,  12,1995,PSME,5,L,32.09524,0.32338,32.41862,4.75010,0.14164,4.89173,0.97067,221.72197,21.85138,1.30609,1.51644,14.67520,3.20898,0.27394,0.94410,
TD012,4,OHJA,RS23,  12,1995,TSHE,3,S,3.31123,0.22254,3.53377,1.05959,0.09236,1.15195,0.00000,34.22270,1.30170,0.35710,0.48382,1.56665,0.21887,,0.08064,
TD012,4,OHJA,RS23,  12,1995,TSHE,4,S,2.83447,0.02281,2.85728,0.55839,0.00947,0.56786,0.00000,28.01709,1.49914,0.15332,0.23850,0.75525,0.19875,,0.07382,
TD012,4,OHJA,RS23,  12,1995,UNKN,4,L,60.39400,2.49022,62.88421,8.27398,1.09071,9.36469,1.76000,538.36068,22.47526,1.03948,1.60135,15.91998,2.35990,0.48697,0.46822,
TD012,4,OHJA,RS23,  12,1995,UNKN,5,L,9.08195,0.09151,9.17345,1.34413,0.04008,1.38421,0.25600,60.73601,6.18325,0.36958,0.42910,4.15262,0.90804,0.07752,0.26715,
TD012,4,OHJA,RS23,  12,1995,UNKN,5,S,20.55878,0.20714,20.76592,3.04270,0.09073,3.13343,0.00000,75.95803,13.99702,0.83662,0.97136,9.40029,2.05553,0.17547,0.60475,
TD012,4,OHJA,RS24,   2,1977,PSME,1,S,33.74463,7.91541,41.66003,15.18508,3.46695,18.65203,0.00849,523.68817,16.78683,0.74608,2.89106,26.11284,1.30564,1.02586,0.44765,
TD012,4,OHJA,RS24,   2,1977,PSME,2,L,29.73273,6.17203,35.90476,10.13886,2.70334,12.84221,1.89432,643.35363,12.84221,0.50085,1.90065,15.41065,1.05306,0.78337,0.38527,
TD012,4,OHJA,RS24,   2,1977,PSME,2,S,21.79579,4.52446,26.32024,7.43236,1.98171,9.41407,0.05070,441.26992,9.41407,0.36714,1.39329,11.29689,0.77195,0.57426,0.28242,
TD012,4,OHJA,RS24,   2,1977,PSME,4,L,300.23567,12.37956,312.61522,41.13228,5.42225,46.55451,8.95784,2705.23171,111.73086,5.16755,7.96082,79.14271,11.73175,2.42083,2.32772,
TD012,4,OHJA,RS24,   2,1977,PSME,4,S,48.07997,1.98248,50.06245,6.58696,0.86833,7.45528,0.39979,195.50220,17.89268,0.82754,1.27485,12.67397,1.87873,0.38768,0.37276,
TD012,4,OHJA,RS24,   2,1977,PSME,5,B,42.54344,0.00000,42.54344,6.29643,0.00000,6.29643,1.63614,75.14690,28.12616,1.68114,1.95190,18.88928,4.13046,0.35260,1.21521,
TD012,4,OHJA,RS24,   2,1977,PSME,5,L,26.55318,0.26754,26.82072,3.92987,0.11718,4.04705,0.96592,331.63236,18.07818,1.08056,1.25459,12.14116,2.65487,0.22664,0.78108,
TD012,4,OHJA,RS24,   2,1977,THPL,4,L,54.69211,0.00000,54.69211,8.42259,0.00000,8.42259,0.85008,274.02208,17.68743,0.90122,2.38359,26.11001,2.72050,0.67381,0.35375,
TD012,4,OHJA,RS24,   2,1977,TSHE,3,L,12.08165,0.81199,12.89364,3.86612,0.33697,4.20309,0.96888,311.69632,4.74951,1.30296,1.76530,5.71622,0.79859,,0.29421,
TD012,4,OHJA,RS24,   2,1977,TSHE,4,L,13.75981,0.11074,13.87055,2.71068,0.04596,2.75664,0.80920,248.54015,7.27753,0.74430,1.15779,3.66633,0.96482,,0.35836,
TD012,4,OHJA,RS24,   2,1977,TSHE,4,S,1.05095,0.00845,1.05940,0.20703,0.00352,0.21055,0.01469,22.49511,0.55585,0.05684,0.08844,0.28003,0.07369,,0.02737,
TD012,4,OHJA,RS24,   2,1977,TSHE,5,B,5.89049,0.00000,5.89049,1.14864,0.00000,1.14864,0.19635,18.84956,3.03242,0.31013,0.48243,1.52770,0.40203,,0.14932,
TD012,4,OHJA,RS24,   2,1977,UNKN,4,L,4.11122,0.16952,4.28074,0.56323,0.07424,0.63749,0.17552,55.14124,1.52996,0.07076,0.10901,1.08373,0.16065,0.03315,0.03187,
TD012,4,OHJA,RS24,   4,1977,PSME,1,S,7.62384,1.78831,9.41215,3.43073,0.78328,4.21401,0.00246,196.37117,3.79261,0.16856,0.65317,5.89961,0.29498,0.23177,0.10114,
TD012,4,OHJA,RS24,   4,1977,PSME,2,L,4.63982,0.96315,5.60297,1.58218,0.42186,2.00403,0.46632,158.06157,2.00403,0.07815,0.29659,2.40484,0.16433,0.12225,0.06013,
TD012,4,OHJA,RS24,   4,1977,PSME,3,L,5.74003,0.75616,6.49619,1.58999,0.33120,1.92118,0.36960,119.07430,1.92118,0.07877,0.27089,2.11330,0.23631,0.30355,0.07493,
TD012,4,OHJA,RS24,   4,1977,PSME,3,S,1.30727,0.17221,1.47948,0.36211,0.07543,0.43754,0.00554,35.11396,0.43754,0.01794,0.06169,0.48130,0.05382,0.06913,0.01706,
TD012,4,OHJA,RS24,   4,1977,PSME,4,L,420.74568,17.34853,438.09420,57.64215,7.59866,65.24080,10.16000,3008.74407,156.57795,7.24172,11.15618,110.90937,16.44070,3.39252,3.26204,
TD012,4,OHJA,RS24,   4,1977,PSME,4,S,30.13803,1.24268,31.38070,4.12891,0.54428,4.67321,0.14093,387.18197,11.21569,0.51874,0.79911,7.94444,1.17765,0.24301,0.23366,
TD012,4,OHJA,RS24,   4,1977,PSME,5,B,44.31531,0.00000,44.31531,6.55867,0.00000,6.55867,1.42880,100.78230,29.29755,1.75116,2.03318,19.67600,4.30249,0.36728,1.26583,
TD012,4,OHJA,RS24,   4,1977,PSME,5,L,6.93135,0.06984,7.00119,1.02584,0.03059,1.05643,0.32640,82.34315,4.71907,0.28207,0.32749,3.16929,0.69302,0.05916,0.20389,
TD012,4,OHJA,RS24,   4,1977,THPL,4,L,128.94772,0.00000,128.94772,19.85795,0.00000,19.85795,1.60000,521.98713,41.70169,2.12480,5.61980,61.55964,6.41412,1.58864,0.83403,
TD012,4,OHJA,RS24,   4,1977,TSHE,3,L,2.97169,0.19972,3.17142,0.95094,0.08289,1.03383,0.32448,107.45251,1.16822,0.32049,0.43421,1.40600,0.19643,,0.07237,
TD012,4,OHJA,RS24,   4,1977,TSHE,4,L,2.98026,0.02399,3.00424,0.58711,0.00995,0.59706,0.26208,87.42826,1.57625,0.16121,0.25077,0.79410,0.20897,,0.07762,
TD012,4,OHJA,RS24,   4,1977,UNKN,5,L,6.64871,0.06699,6.71570,0.98401,0.02934,1.01335,0.31376,86.56180,4.52664,0.27056,0.31414,3.04005,0.66476,0.05675,0.19558,
TD012,4,OHJA,RS24,  12,1977,ALRU,4,L,0.17669,0.00729,0.18397,0.02421,0.00319,0.02740,0.01728,5.46208,0.06575,0.00304,0.00468,0.04657,0.00690,0.00142,0.00137,
TD012,4,OHJA,RS24,  12,1977,PSME,2,S,9.21200,1.91226,11.12426,3.14129,0.83757,3.97886,0.03274,266.95270,3.97886,0.15517,0.58888,4.77463,0.32627,0.24272,0.11937,
TD012,4,OHJA,RS24,  12,1977,PSME,3,L,118.33718,15.58901,133.92620,32.77936,6.82798,39.60739,5.85216,1898.14936,39.60739,1.62391,5.58465,43.56814,4.87170,6.25796,1.54468,
TD012,4,OHJA,RS24,  12,1977,PSME,3,S,17.65393,2.32563,19.97954,4.89014,1.01863,5.90876,0.05776,437.20610,5.90876,0.24227,0.83313,6.49963,0.72678,0.93358,0.23044,
TD012,4,OHJA,RS24,  12,1977,PSME,4,L,411.32947,16.96026,428.28972,56.35213,7.42858,63.78072,8.48792,2632.44574,153.07377,7.07965,10.90651,108.42725,16.07273,3.31658,3.18903,
TD012,4,OHJA,RS24,  12,1977,PSME,4,S,5.59224,0.23058,5.82282,0.76614,0.10100,0.86713,0.05474,35.88968,2.08112,0.09625,0.14828,1.47413,0.21852,0.04509,0.04336,
TD012,4,OHJA,RS24,  12,1977,PSME,5,B,13.85442,0.00000,13.85442,2.05045,0.00000,2.05045,0.55418,26.38938,9.15938,0.54747,0.63564,6.15136,1.34510,0.11483,0.39574,
TD012,4,OHJA,RS24,  12,1977,PSME,5,L,24.55986,0.24745,24.80732,3.63486,0.10839,3.74325,0.85664,256.93056,16.72108,0.99945,1.16041,11.22974,2.45558,0.20962,0.72244,
TD012,4,OHJA,RS24,  12,1977,THPL,3,S,27.46924,0.24890,27.71814,6.81237,0.08288,6.89526,0.04374,221.01974,11.72193,0.53783,1.22736,11.03241,0.92396,0.34476,0.21375,
TD012,4,OHJA,RS24,  14,1977,ALRU,1,S,19.73816,4.62994,24.36810,8.88217,2.02791,10.91008,0.01815,380.53344,9.81908,0.43640,1.69106,15.27412,0.76371,0.60005,0.26184,
TD012,4,OHJA,RS24,  14,1977,PSME,2,L,0.54889,0.11394,0.66283,0.18717,0.04991,0.23708,0.05152,19.89040,0.23708,0.00925,0.03509,0.28449,0.01944,0.01446,0.00711,
TD012,4,OHJA,RS24,  14,1977,PSME,2,S,46.36287,9.62417,55.98704,15.80973,4.21539,20.02512,0.07453,526.68846,20.02512,0.78098,2.96372,24.03015,1.64206,1.22153,0.60075,
TD012,4,OHJA,RS24,  14,1977,PSME,3,L,42.12176,5.54884,47.67059,11.66771,2.43039,14.09813,3.18496,1062.94134,14.09813,0.57800,1.98784,15.50793,1.73406,2.22751,0.54984,
TD012,4,OHJA,RS24,  14,1977,PSME,3,S,1.78274,0.23484,2.01759,0.49381,0.10286,0.59668,0.01345,45.26396,0.59668,0.02447,0.08413,0.65635,0.07340,0.09428,0.02328,
TD012,4,OHJA,RS24,  14,1977,PSME,4,L,114.15125,4.70678,118.85801,15.63871,2.06157,17.70029,3.88352,1147.41809,42.48069,1.96474,3.02676,30.09049,4.46048,0.92041,0.88504,
TD012,4,OHJA,RS24,  14,1977,PSME,4,S,63.40505,2.61437,66.01941,8.68650,1.14509,9.83159,0.32584,376.40171,23.59581,1.09130,1.68119,16.71369,2.47754,0.51124,0.49159,
TD012,4,OHJA,RS24,  14,1977,PSME,5,B,56.42300,0.00000,56.42300,8.35060,0.00000,8.35060,2.03199,109.57875,37.30215,2.22962,2.58869,25.05181,5.47799,0.46764,1.61167,
TD012,4,OHJA,RS24,  14,1977,PSME,5,L,28.36335,0.28578,28.64912,4.19778,0.12518,4.32294,1.01800,318.12998,19.31060,1.15422,1.34012,12.96884,2.83585,0.24209,0.83433,
TD012,4,OHJA,RS24,  14,1977,THPL,4,L,48.52679,0.00000,48.52679,7.47313,0.00000,7.47313,0.99968,296.91769,15.69356,0.79962,2.11489,23.16669,2.41382,0.59785,0.31387,
TD012,4,OHJA,RS24,  14,1977,THPL,4,S,53.68408,0.00000,53.68408,8.26735,0.00000,8.26735,0.12566,225.41776,17.36143,0.88461,2.33966,25.62878,2.67035,0.66139,0.34723,
TD012,4,OHJA,RS24,  14,1977,THPL,5,B,10.89504,0.00000,10.89504,1.55799,0.00000,1.55799,0.36317,25.63540,6.95955,0.41598,0.48298,4.67397,1.02204,0.08725,0.30069,
TD012,4,OHJA,RS24,  14,1977,TSHE,2,L,54.63294,4.64759,59.28053,17.53717,1.92875,19.46592,1.63200,673.65997,26.47366,3.30921,17.51933,28.03093,2.72523,,0.97330,
TD012,4,OHJA,RS24,  14,1977,UNKN,4,L,14.82363,0.61122,15.43485,2.03084,0.26771,2.29855,0.38824,163.35371,5.51652,0.25514,0.39305,3.90754,0.57924,0.11952,0.11493,
TD012,4,OHJA,RS26,   1,1977,PSME,1,S,19.81906,4.64892,24.46798,8.91858,2.03623,10.95480,0.03153,474.05744,9.85932,0.43819,1.69799,15.33673,0.76684,0.60252,0.26291,
TD012,4,OHJA,RS26,   1,1977,PSME,2,L,0.80031,0.16613,0.96644,0.27290,0.07277,0.34567,0.09856,36.70138,0.34567,0.01348,0.05116,0.41480,0.02834,0.02109,0.01037,
TD012,4,OHJA,RS26,   1,1977,PSME,2,S,27.67015,5.74387,33.41401,9.43552,2.51581,11.95134,0.08542,701.13179,11.95134,0.46611,1.76880,14.34160,0.98000,0.72904,0.35856,
TD012,4,OHJA,RS26,   1,1977,PSME,3,L,49.18542,6.47937,55.66481,13.62436,2.83797,16.46235,3.78872,1321.32132,16.46235,0.67494,2.32119,18.10856,2.02486,2.60105,0.64204,
TD012,4,OHJA,RS26,   1,1977,PSME,3,S,42.25635,5.56658,47.82293,11.70502,2.43815,14.14317,0.13103,509.41667,14.14317,0.57988,1.99419,15.55749,1.73961,2.23462,0.55159,
TD012,4,OHJA,RS26,   1,1977,PSME,4,L,42.95667,1.77121,44.72790,5.88506,0.77579,6.66086,2.35560,725.42364,15.98608,0.73935,1.13901,11.32346,1.67854,0.34637,0.33304,
TD012,4,OHJA,RS26,   1,1977,PSME,4,S,27.45516,1.13205,28.58722,3.76136,0.49585,4.25719,0.14657,228.01988,10.21727,0.47255,0.72797,7.23723,1.07282,0.22137,0.21286,
TD012,4,OHJA,RS26,   1,1977,PSME,5,B,45.81698,0.00000,45.81698,6.78092,0.00000,6.78092,1.93395,91.48318,30.29034,1.81050,2.10207,20.34274,4.44827,0.37973,1.30871,
TD012,4,OHJA,RS26,   1,1977,PSME,5,L,115.20654,1.16076,116.36732,17.05056,0.50842,17.55899,3.49032,1054.96104,78.43598,4.68826,5.44329,52.67696,11.51870,0.98329,3.38888,
TD012,4,OHJA,RS26,   5,1977,PSME,2,L,0.69347,0.14395,0.83742,0.23647,0.06305,0.29952,0.13056,42.27898,0.29952,0.01168,0.04433,0.35943,0.02456,0.01827,0.00899,
