Year,Site,Zone,Plot,Quadrat_Area,Flag_Quadrat_Area,Plot_Disturbance,Percent_Calculated_Biomass,Flag_Percent_Calculated_Biomass,Num_Plant_Biomass_m2,Flag_Num_Plant_Biomass_m2,Min_Plant_Biomass_m2,Flag_Min_Plant_Biomass_m2,Max_Plant_Biomass_m2,Flag_Max_Plant_Biomass_m2,Total_Plant_Biomass_m2,Flag_Total_Plant_Biomass_m2,Mean_Plant_Biomass_m2,Flag_Mean_Plant_Biomass_m2,StdDev_Plant_Biomass_m2,Flag_StdDev_Plant_Biomass_m2,SE_Plant_Biomass_m2,Flag_SE_Plant_Biomass_m2
2013,7,1,1,0.5,,0,100,,11,,75.76,,190.82,,1487.29,,135.208,,36.536,,11.0161,
2013,7,1,2,0.5,,0,100,,10,,105.97,,396.39,,2375.13,,237.513,,99.911,,31.5945,
2013,7,1,3,0.5,,0,100,,14,,89.96,,375.01,,3028.49,,216.321,,93.71,,25.045,
2013,7,1,4,0.5,,0,100,,10,,166.2,,396.39,,2986.82,,298.682,,74.185,,23.4592,
2013,7,1,5,0.5,,0,100,,7,,217.93,,831.98,,2920.63,,417.234,,193.693,,73.2092,
2013,7,1,6,0.5,,0,100,,13,,16.62,,190.82,,1485.61,,114.278,,44.751,,12.4118,
2013,7,1,7,0.5,,0,100,,5,,75.76,,204.05,,648.47,,129.695,,51.674,,23.1093,
2013,7,1,8,0.5,,0,100,,7,,105.97,,190.82,,1029.02,,147.003,,26.857,,10.151,
2013,7,2,1,0.5,,0,100,,8,,23.91,,103.36,,625.61,,78.201,,29.553,,10.4487,
2013,7,2,2,0.5,,0,100,,7,,27.34,,103.36,,529.67,,75.667,,26.711,,10.0956,
2013,7,2,3,0.5,,0,100,,7,,69.59,,124.23,,658.15,,94.021,,19.761,,7.469,
2013,7,2,4,0.5,,0,100,,8,,39.84,,113.44,,566.84,,70.855,,25.808,,9.1245,
2013,7,2,5,0.5,,0,100,,9,,15.53,,124.23,,754.07,,83.786,,36.632,,12.2108,
2013,7,2,6,0.5,,0,100,,10,,56.2,,240.45,,1149.36,,114.936,,69.866,,22.0936,
2013,7,2,7,0.5,,0,100,,5,,35.28,,205.92,,571.26,,114.251,,72.792,,32.5536,
2013,7,2,8,0.5,,0,100,,8,,15.53,,205.92,,1029.08,,128.635,,63.54,,22.4649,
2013,8,1,3,0.25,,0,100,,16,,5.58,,441.04,,1735.39,,108.462,,133.588,,33.3969,
2013,8,1,12,0.25,,0,100,,25,,4,,280.69,,1333.12,,53.325,,82.045,,16.4089,
2013,8,1,14,0.25,,0,100,,18,,36.98,,204.28,,2409.37,,133.854,,37.287,,8.7887,
2013,8,1,26,0.25,,0,100,,15,,26.81,,228.02,,1335.86,,89.058,,54.408,,14.0482,
2013,8,1,31,0.25,,0,100,,12,,21.24,,169.48,,1648.18,,137.348,,38.489,,11.1109,
2013,8,1,35,0.25,,0,100,,20,,9.08,,159.91,,1727.37,,86.368,,50.508,,11.2939,
2013,8,1,37,0.25,,0,100,,34,,4,,150.16,,2000.11,,58.827,,59.433,,10.1926,
2013,8,1,38,0.25,,0,100,,28,,2.99,,190.52,,1347.97,,48.142,,65.776,,12.4304,
2013,8,2,2,0.0625,,1,100,,14,,3.1,,23.36,,218.84,,15.631,,6.373,,1.7033,
2013,8,2,4,0.0625,,0,100,,29,,3.94,,40.15,,581.03,,20.035,,9.355,,1.7372,
2013,8,2,5,0.0625,,0,100,,33,,8.51,,40.15,,858.56,,26.017,,10.005,,1.7417,
2013,8,2,6,0.0625,,0,100,,33,,5.29,,40.15,,652.84,,19.783,,10.563,,1.8387,
2013,8,2,7,0.0625,,0,100,,27,,2.14,,27.92,,344.34,,12.753,,5.985,,1.1519,
2013,8,2,11,0.0625,,1,100,,9,,2.47,,20.82,,121.01,,13.446,,6.568,,2.1894,
2013,8,2,13,0.0625,,1,100,,16,,7.83,,18.38,,227.66,,14.229,,3.574,,0.8934,
2013,8,2,18,0.0625,,0,100,,26,,3.94,,38.01,,440.86,,16.956,,9.461,,1.8555,
2013,9,1,12,0.25,,0,100,,21,,4,,155.01,,1097.56,,52.265,,57.94,,12.6434,
2013,9,1,15,0.25,,0,100,,25,,4,,206.58,,2913.79,,116.552,,70.014,,14.0027,
2013,9,1,17,0.25,,0,100,,17,,12.17,,185.28,,1666.02,,98.001,,47.744,,11.5797,
2013,9,1,18,0.25,,1,100,,25,,2.09,,164.87,,1743.39,,69.735,,57.416,,11.4833,
2013,9,1,24,0.25,,0,100,,25,,2.09,,174.97,,1398.64,,55.946,,62.371,,12.4742,
2013,9,1,26,0.25,,0,100,,21,,4,,223.11,,2776.53,,132.216,,60.402,,13.1809,
2013,9,1,31,0.25,,0,100,,21,,2.09,,145.37,,1898.09,,90.385,,44.938,,9.8063,
2013,9,1,43,0.25,,0,100,,16,,2.99,,96.69,,626.41,,39.15,,30.16,,7.5399,
2013,9,2,1,0.0625,,0,100,,12,,5.56,,50.44,,280.89,,23.408,,16.412,,4.7379,
2013,9,2,2,0.0625,,0,100,,15,,5.56,,162.14,,798.9,,53.26,,41.418,,10.6942,
2013,9,2,3,0.0625,,0,100,,14,,8.78,,104.77,,600.56,,42.897,,28.281,,7.5585,
2013,9,2,4,0.0625,,0,100,,9,,8.78,,183.26,,612.75,,68.083,,58.062,,19.354,
2013,9,2,5,0.0625,,0,100,,10,,16.74,,228.3,,957.23,,95.723,,59.222,,18.7276,
2013,9,2,6,0.0625,,0,100,,12,,5.56,,64.45,,506.09,,42.174,,19.629,,5.6665,
2013,9,2,7,0.0625,,0,100,,12,,16.74,,205.32,,936.44,,78.036,,51.618,,14.9007,
2013,9,2,8,0.0625,,0,100,,7,,37.74,,194.17,,609.61,,87.087,,55.566,,21.0018,
2013,9,3,1,0.0625,,0,100,,21,,7.26,,38.01,,575.18,,27.39,,9.855,,2.1506,
2013,9,3,2,0.0625,,0,100,,26,,6.08,,42.33,,665.05,,25.579,,9.291,,1.8221,
2013,9,3,3,0.0625,,0,100,,22,,3.94,,46.81,,622.38,,28.29,,13.426,,2.8625,
2013,9,3,4,0.0625,,0,100,,57,,7.26,,44.55,,1343.21,,23.565,,8.844,,1.1714,
2013,9,3,5,0.0625,,0,100,,40,,3.94,,33.85,,858.62,,21.465,,7.978,,1.2615,
2013,9,3,6,0.0625,,0,100,,23,,6.08,,56.2,,951.55,,41.372,,14.578,,3.0398,
2013,9,3,7,0.0625,,0,100,,16,,9.82,,33.85,,396.87,,24.805,,7.258,,1.8145,
2013,9,3,8,0.0625,,0,100,,17,,8.51,,31.83,,345.06,,20.298,,5.725,,1.3885,
2013,10,1,1,0.25,,0,100,,20,,2.48,,116.78,,787.63,,39.382,,33.389,,7.466,
2013,10,1,4,0.25,,0,100,,23,,18.32,,60.31,,988.41,,42.974,,13.279,,2.7689,
2013,10,1,5,0.25,,0,100,,18,,5.56,,66.94,,660.24,,36.68,,22.111,,5.2115,
2013,10,1,6,0.25,,0,100,,24,,2.48,,112.54,,721.88,,30.078,,27.841,,5.6831,
2013,10,1,7,0.25,,0,100,,22,,2.48,,84.74,,927.39,,42.154,,25.077,,5.3464,
2013,10,1,8,0.25,,0,100,,23,,2.48,,100.23,,1015.04,,44.132,,33.019,,6.8849,
2013,10,1,12,0.25,,0,100,,16,,1.69,,84.74,,607.8,,37.988,,29.145,,7.2862,
2013,10,1,13,0.25,,0,100,,19,,2.48,,129.89,,759.28,,39.962,,38.939,,8.9333,
2013,10,2,1,0.0625,,0,100,,12,,2.33,,82.04,,347.46,,28.955,,23.5,,6.7839,
2013,10,2,2,0.0625,,0,100,,14,,2.33,,64.91,,475.33,,33.952,,22.385,,5.9827,
2013,10,2,3,0.0625,,0,100,,7,,9.24,,145.35,,377.23,,53.889,,48.662,,18.3926,
2013,10,2,4,0.0625,,0,100,,18,,6.43,,170.42,,939.79,,52.211,,49.507,,11.6689,
2013,10,2,5,0.0625,,0,100,,14,,2.33,,157.63,,413.76,,29.554,,40.45,,10.8108,
2013,10,2,6,0.0625,,0,100,,10,,9.24,,183.69,,430.9,,43.09,,52.752,,16.6816,
2013,10,2,7,0.0625,,0,100,,8,,16.36,,157.63,,574.91,,71.864,,52.695,,18.6303,
2013,10,2,8,0.0625,,0,100,,10,,73.23,,197.47,,1255.83,,125.583,,43.284,,13.6875,
2013,10,3,1,0.0625,,0,100,,23,,18.39,,64.91,,756.69,,32.9,,10.105,,2.1069,
2013,10,3,2,0.0625,,0,100,,35,,6.14,,101.16,,1390.6,,39.731,,24.091,,4.0721,
2013,10,3,3,0.0625,,0,100,,40,,10.26,,91.35,,1517.15,,37.929,,18.594,,2.94,
2013,10,3,4,0.0625,,0,100,,22,,7.44,,42.96,,631.71,,28.714,,11.041,,2.354,
2013,10,3,5,0.0625,,0,100,,31,,6.14,,64.91,,961.01,,31,,10.474,,1.8812,
2013,10,3,6,0.0625,,0,100,,17,,13.34,,82.04,,525.59,,30.917,,16.153,,3.9176,
2013,10,3,7,0.0625,,0,100,,46,,4.13,,101.16,,1274.58,,27.708,,18.369,,2.7084,
2013,10,3,8,0.0625,,0,100,,30,,10.26,,73.23,,1002.08,,33.403,,13.061,,2.3847,
2014,1,1,1,0.25,,0,100,,8,,1.45,,24.59,,105.93,,13.241,,8.599,,3.0403,
2014,1,1,4,0.25,,0,100,,19,,3.38,,58.91,,350.17,,18.43,,17.87,,4.0997,
2014,1,1,12,0.25,,0,100,,10,,2.66,,49.32,,268.61,,26.861,,16.738,,5.2929,
2014,1,1,13,0.25,,0,100,,11,,6.01,,40.49,,241.01,,21.91,,11.645,,3.5112,
2014,1,1,27,0.25,,0,100,,22,,2.01,,46.29,,374.05,,17.002,,11.889,,2.5347,
2014,1,1,38,0.25,,0,100,,11,,11.83,,55.63,,294.38,,26.762,,12.711,,3.8326,
2014,1,1,45,0.25,,0,100,,7,,0.58,,14.63,,49.69,,7.099,,6.024,,2.2769,
2014,1,1,46,0.25,,0,100,,24,,1.45,,26.48,,266.86,,11.119,,6.069,,1.2387,
2014,1,2,1,0.0625,,0,100,,19,,2.87,,27.81,,359.49,,18.921,,5.984,,1.3729,
2014,1,2,2,0.0625,,0,100,,19,,2.87,,19.21,,264.68,,13.93,,4.437,,1.018,
2014,1,2,3,0.0625,,0,100,,17,,10.73,,29.68,,373.93,,21.996,,6.166,,1.4955,
2014,1,2,4,0.0625,,0,100,,13,,12,,24.21,,243.44,,18.726,,3.269,,0.9067,
2014,1,2,5,0.0625,,0,100,,29,,7.29,,22.49,,423.17,,14.592,,4.184,,0.7769,
2014,1,2,6,0.0625,,0,100,,43,,2.2,,24.21,,583.39,,13.567,,6.91,,1.0537,
2014,1,2,7,0.0625,,0,100,,39,,1.6,,27.81,,570.67,,14.633,,5.681,,0.9096,
2014,1,2,8,0.0625,,0,100,,34,,5.32,,22.49,,440.98,,12.97,,4.624,,0.7931,
2014,2,1,6,0.25,,0,100,,14,,7.07,,94.33,,736.97,,52.641,,23.234,,6.2094,
2014,2,1,15,0.25,,0,100,,20,,1.94,,83.61,,896.09,,44.804,,24.101,,5.3892,
2014,2,1,24,0.25,,0,100,,16,,20.12,,63.99,,660.1,,41.256,,11.241,,2.8102,
2014,2,1,27,0.25,,0,100,,33,,1.94,,83.61,,1255.68,,38.051,,28.074,,4.8871,
2014,2,1,33,0.25,,0,100,,21,,1.94,,111.53,,736.54,,35.073,,33.358,,7.2794,
2014,2,1,41,0.25,,0,100,,26,,4.13,,185.87,,1541.2,,59.277,,50.547,,9.9131,
2014,2,1,42,0.25,,0,100,,19,,4.13,,286.66,,2382.54,,125.397,,67.857,,15.5675,
2014,2,1,48,0.25,,0,100,,25,,25.82,,117.56,,2060.76,,82.43,,22.578,,4.5157,
2014,2,2,1,0.0625,,0,100,,17,,2.06,,27.69,,173.47,,10.204,,6.967,,1.6898,
2014,2,2,2,0.0625,,0,100,,8,,2.06,,49.98,,231.44,,28.93,,20.29,,7.1735,
2014,2,2,3,0.0625,,0,100,,11,,2.06,,58.84,,146.76,,13.342,,16.679,,5.0288,
2014,2,2,4,0.0625,,0,100,,8,,10.61,,108.04,,469.15,,58.644,,40.035,,14.1545,
2014,2,2,5,0.0625,,0,100,,9,,20.96,,92.74,,426.76,,47.418,,28.708,,9.5694,
2014,2,2,6,0.0625,,0,100,,9,,2.06,,79.11,,313.05,,34.783,,33.261,,11.0869,
2014,2,2,7,0.0625,,0,100,,8,,2.06,,108.04,,330.51,,41.314,,43.83,,15.4961,
2014,2,2,8,0.0625,,0,100,,6,,2.06,,66.1,,247.72,,41.287,,30.052,,12.2685,
2014,3,1,11,0.25,,0,100,,12,,9.57,,105.39,,745.04,,62.086,,27.715,,8.0005,
2014,3,1,12,0.25,,0,100,,15,,12.98,,41.35,,441.73,,29.449,,9.611,,2.4816,
2014,3,1,13,0.25,,0,100,,22,,16.79,,85.26,,957.96,,43.544,,16.11,,3.4347,
2014,3,1,14,0.25,,0,100,,17,,30.48,,97.13,,906.21,,53.307,,15.16,,3.6769,
2014,3,1,15,0.25,,0,100,,32,,0.65,,122.7,,1445.2,,45.162,,41.164,,7.2769,
2014,3,1,16,0.25,,0,100,,16,,9.57,,81.44,,790.88,,49.43,,15.772,,3.9431,
2014,3,1,17,0.25,,1,100,,2,,9.57,,47.27,,56.83,,28.416,,26.659,,18.8506,
2014,3,1,28,0.25,,0,100,,26,,2.07,,105.39,,962.7,,37.027,,28.862,,5.6604,
2014,3,2,1,0.0625,,0,100,,21,,1.3,,43.58,,468.24,,22.297,,12.64,,2.7583,
2014,3,2,2,0.0625,,0,100,,23,,2.99,,43.58,,589.42,,25.627,,9.943,,2.0732,
2014,3,2,3,0.0625,,0,100,,25,,1.89,,50.37,,556.85,,22.274,,13.02,,2.604,
2014,3,2,4,0.0625,,0,100,,26,,1.3,,37.3,,343.78,,13.222,,11.823,,2.3186,
2014,3,2,5,0.0625,,0,100,,20,,1.3,,38.82,,313.14,,15.657,,9.936,,2.2216,
2014,3,2,6,0.0625,,0,100,,7,,2.99,,43.58,,115.72,,16.531,,17.319,,6.5459,
2014,3,2,7,0.0625,,0,100,,12,,1.3,,83.95,,488.04,,40.67,,30.897,,8.9191,
2014,3,2,8,0.0625,,0,100,,11,,2.23,,112.2,,366.57,,33.324,,31.993,,9.6463,
2014,4,1,1,0.25,,0,100,,6,,4.27,,30.42,,81.46,,13.577,,9.658,,3.9428,
2014,4,1,3,0.25,,0,100,,13,,6.83,,64.92,,370.6,,28.507,,20.983,,5.8197,
2014,4,1,4,0.25,,0,100,,21,,3.2,,64.92,,685.37,,32.637,,24.01,,5.2393,
2014,4,1,8,0.25,,0,100,,11,,9.94,,64.92,,345.19,,31.381,,16.007,,4.8263,
2014,4,1,12,0.25,,0,100,,8,,2.28,,57.06,,171.69,,21.461,,19.561,,6.916,
2014,4,1,17,0.25,,0,100,,7,,6.83,,77.59,,340.37,,48.624,,24.471,,9.2492,
2014,4,1,25,0.25,,0,100,,11,,5.48,,53.31,,233.54,,21.231,,19.426,,5.8573,
2014,4,1,46,0.25,,0,100,,20,,1.5,,91.3,,398.09,,19.905,,27.252,,6.0937,
2014,4,2,1,0.0625,,0,100,,21,,1.61,,37.58,,315.86,,15.041,,9.175,,2.0021,
2014,4,2,2,0.0625,,0,100,,9,,9.39,,62.71,,299.62,,33.292,,17.139,,5.7131,
2014,4,2,3,0.0625,,0,100,,18,,3.23,,75.85,,419.28,,23.294,,19.211,,4.528,
2014,4,2,4,0.0625,,0,100,,17,,3.23,,56.53,,309.91,,18.23,,15.493,,3.7576,
2014,4,2,5,0.0625,,0,100,,27,,3.23,,71.8,,550.36,,20.384,,18.323,,3.5263,
2014,4,2,6,0.0625,,0,100,,27,,3.23,,56.53,,426.2,,15.785,,12.818,,2.4669,
2014,4,2,7,0.0625,,0,100,,24,,1.61,,25.31,,223.47,,9.311,,6.093,,1.2437,
2014,4,2,8,0.0625,,0,100,,25,,1.61,,34.57,,249.72,,9.989,,7.623,,1.5245,
2014,5,1,1,0.25,,0,100,,9,,34.88,,72.09,,425.22,,47.247,,12.106,,4.0355,
2014,5,1,2,0.25,,0,100,,18,,4.91,,178.8,,2094.8,,116.378,,58.808,,13.8613,
2014,5,1,4,0.25,,0,100,,20,,14.53,,164.05,,1203.14,,60.157,,41.172,,9.2063,
2014,5,1,5,0.25,,0,100,,5,,133.64,,210.16,,832.38,,166.476,,30.911,,13.8238,
2014,5,1,7,0.25,,0,100,,20,,1.28,,156.9,,1330.56,,66.528,,44.418,,9.9322,
2014,5,1,16,0.25,,0,100,,15,,7.57,,122.12,,1106.05,,73.737,,33.686,,8.6976,
2014,5,1,18,0.25,,0,100,,17,,48.21,,123.47,,1535.88,,90.346,,23.515,,5.7033,
2014,5,1,33,0.25,,0,100,,27,,7.57,,210.16,,2415.91,,89.478,,55.61,,10.7022,
2014,5,2,1,0.0625,,0,100,,12,,1.88,,76.04,,457.29,,38.108,,27.316,,7.8855,
2014,5,2,2,0.0625,,0,100,,21,,1.88,,76.04,,531.03,,25.287,,23.74,,5.1804,
2014,5,2,3,0.0625,,0,100,,23,,1.18,,94.53,,528.24,,22.967,,30.128,,6.2821,
2014,5,2,4,0.0625,,0,100,,15,,1.88,,162.54,,566.8,,37.787,,49.626,,12.8134,
2014,5,2,5,0.0625,,0,100,,14,,3.4,,38.82,,227.19,,16.228,,12.96,,3.4637,
2014,5,2,6,0.0625,,0,100,,17,,1.88,,64.32,,286.21,,16.836,,16.665,,4.0419,
2014,5,2,7,0.0625,,0,100,,18,,1.18,,67.57,,261.15,,14.508,,18.224,,4.2953,
2014,5,2,8,0.0625,,0,100,,22,,1.18,,65.93,,258.43,,11.747,,14.055,,2.9965,
2014,6,1,1,0.25,,0,100,,15,,3.59,,68.28,,471.64,,31.443,,22.799,,5.8866,
2014,6,1,7,0.25,,0,100,,20,,20.16,,60.95,,671.34,,33.567,,10.738,,2.401,
2014,6,1,18,0.25,,0,100,,13,,24.8,,53.98,,539.41,,41.493,,7.582,,2.1029,
2014,6,1,25,0.25,,0,100,,25,,2.6,,125,,1016.73,,40.669,,41.175,,8.2349,
2014,6,1,36,0.25,,0,100,,27,,1.06,,119.59,,962.01,,35.63,,40.363,,7.7678,
2014,6,1,42,0.25,,0,100,,16,,13.24,,57.42,,580.03,,36.252,,15.707,,3.9266,
2014,6,1,43,0.25,,0,100,,20,,0.72,,101.12,,597.09,,29.854,,38.22,,8.5463,
2014,6,1,44,0.25,,0,100,,22,,2.6,,108.98,,1004.29,,45.649,,40.536,,8.6422,
2014,6,2,1,0.0625,,0,100,,18,,1.46,,137.63,,672.86,,37.381,,39.147,,9.2271,
2014,6,2,2,0.0625,,0,100,,13,,1.46,,42.31,,207.15,,15.934,,12.863,,3.5677,
2014,6,2,3,0.0625,,0,100,,14,,3.26,,151.54,,527.49,,37.678,,40.716,,10.8819,
2014,6,2,4,0.0625,,0,100,,10,,8.93,,99.88,,314.1,,31.41,,26.9,,8.5065,
2014,6,2,5,0.0625,,0,100,,18,,5.75,,124.39,,483.41,,26.856,,27.81,,6.5549,
2014,6,2,6,0.0625,,0,100,,15,,2.1,,132.25,,379.32,,25.288,,40.108,,10.3558,
2014,6,2,7,0.0625,,0,100,,12,,1.46,,58.83,,316.09,,26.341,,20.665,,5.9653,
2014,6,2,8,0.0625,,0,100,,7,,1.46,,35.06,,80.74,,11.534,,12.781,,4.8307,
2014,7,1,1,0.5,,0,100,,17,,0.02,,190.82,,1657.2,,97.482,,48.007,,11.6433,
2014,7,1,2,0.5,,0,100,,21,,89.96,,280.28,,4083,,194.428,,60.647,,13.2342,
2014,7,1,3,0.5,,0,100,,24,,3.01,,190.82,,2995.35,,124.806,,54.866,,11.1994,
2014,7,1,4,0.5,,0,100,,17,,0.57,,280.28,,2112.59,,124.27,,102.93,,24.9643,
2014,7,1,5,0.5,,0,100,,22,,4.55,,315.82,,4128.36,,187.653,,81.048,,17.2796,
2014,7,1,6,0.5,,0,100,,19,,21.58,,190.82,,2052.67,,108.035,,47.549,,10.9085,
2014,7,1,7,0.5,,0,100,,17,,12.54,,143.95,,1089.69,,64.099,,34.521,,8.3725,
2014,7,1,8,0.5,,0,100,,16,,42.75,,166.2,,1593.38,,99.586,,32.282,,8.0704,
2014,7,2,1,0.5,,0,100,,14,,11.31,,205.92,,1294.49,,92.463,,59.922,,16.0148,
2014,7,2,2,0.5,,0,100,,15,,20.81,,175.23,,1391.25,,92.75,,44.799,,11.5671,
2014,7,2,3,0.5,,0,100,,15,,3.63,,148.1,,1103.15,,73.544,,48.871,,12.6185,
2014,7,2,4,0.5,,0,100,,6,,56.2,,124.23,,562.85,,93.809,,28.345,,11.5716,
2014,7,2,5,0.5,,0,100,,12,,27.34,,124.23,,974.31,,81.192,,33.18,,9.5781,
2014,7,2,6,0.5,,0,100,,14,,8.02,,103.36,,825.79,,58.985,,33.265,,8.8906,
2014,7,2,7,0.5,,0,100,,18,,3.63,,148.1,,1310.94,,72.83,,48.8,,11.5023,
2014,7,2,8,0.5,,0,100,,15,,1.34,,279.14,,1394.89,,92.993,,83.925,,21.6693,
2014,8,1,3,0.25,,0,100,,38,,0.95,,81.32,,463.92,,12.209,,15.416,,2.5008,
2014,8,1,12,0.25,,0,100,,27,,5.15,,88.66,,700.29,,25.937,,24.55,,4.7247,
2014,8,1,14,0.25,,0,100,,32,,13.63,,150.16,,2404.93,,75.154,,42.643,,7.5384,
2014,8,1,26,0.25,,0,100,,31,,4,,84.74,,746.58,,24.083,,17.837,,3.2036,
2014,8,1,31,0.25,,0,100,,22,,4,,122.32,,651.95,,29.634,,29.857,,6.3655,
2014,8,1,37,0.25,,0,100,,39,,12.17,,125.28,,2665.08,,68.335,,29.278,,4.6882,
2014,8,1,38,0.25,,0,100,,35,,2.09,,122.32,,1101.49,,31.471,,38.776,,6.5543,
2014,8,1,45,0.25,,0,100,,45,,2.36,,66.18,,708.49,,15.744,,19.401,,2.8921,
2014,8,2,4,0.0625,,0,100,,25,,2.72,,31.83,,406.32,,16.253,,9.762,,1.9523,
2014,8,2,5,0.0625,,0,100,,18,,4.97,,55.24,,563.15,,31.286,,16.441,,3.8752,
2014,8,2,6,0.0625,,0,100,,27,,2.47,,42.33,,518.47,,19.203,,13.507,,2.5993,
2014,8,2,7,0.0625,,1,100,,34,,1.45,,40.15,,754.8,,22.2,,11.18,,1.9173,
2014,8,2,11,0.0625,,0,100,,20,,8.75,,47.26,,733.96,,36.698,,10.505,,2.3489,
2014,8,2,12,0.0625,,0,100,,33,,4.52,,34.67,,661.71,,20.052,,9.392,,1.635,
2014,8,2,13,0.0625,,0,100,,39,,0.75,,49.1,,1049.78,,26.917,,12.373,,1.9813,
2014,8,2,18,0.0625,,1,100,,18,,1.88,,34.67,,342.66,,19.037,,12.014,,2.8317,
2014,9,1,12,0.25,,0,100,,50,,0.92,,150.16,,1942.58,,38.852,,49.432,,6.9907,
2014,9,1,15,0.25,,0,100,,27,,2.61,,90.75,,1140.14,,42.228,,27.431,,5.2792,
2014,9,1,17,0.25,,0,100,,17,,12.17,,97.78,,939.78,,55.281,,22.577,,5.4757,
2014,9,1,18,0.25,,0,100,,39,,2.09,,122.32,,1570.78,,40.276,,40.664,,6.5115,
2014,9,1,24,0.25,,0,100,,19,,0.69,,122.32,,872.51,,45.922,,42.347,,9.715,
2014,9,1,26,0.25,,0,100,,19,,6.35,,97.78,,917.28,,48.278,,30.078,,6.9003,
2014,9,1,31,0.25,,0,100,,46,,0.58,,88.66,,1456.03,,31.653,,24.004,,3.5392,
2014,9,1,43,0.25,,0,100,,34,,2.09,,104.98,,1017.41,,29.924,,25.74,,4.4144,
2014,9,2,1,0.0625,,1,100,,16,,2.92,,34.2,,232.29,,14.518,,9.866,,2.4666,
2014,9,2,2,0.0625,,1,100,,15,,2.92,,41.4,,336.72,,22.448,,13.512,,3.4889,
2014,9,2,3,0.0625,,0,100,,12,,2.92,,26.46,,146.76,,12.23,,8.221,,2.3732,
2014,9,2,4,0.0625,,0,100,,8,,8.78,,64.45,,284,,35.5,,17.51,,6.1907,
2014,9,2,5,0.0625,,0,100,,7,,12.53,,87.78,,333.38,,47.626,,22.407,,8.4692,
2014,9,2,6,0.0625,,0,100,,6,,23.37,,61.55,,214.7,,35.783,,14.39,,5.8747,
2014,9,2,7,0.0625,,0,100,,13,,7.43,,75.01,,485.11,,37.316,,21.178,,5.8738,
2014,9,2,8,0.0625,,0,100,,13,,3.9,,71.93,,446.04,,34.311,,23.451,,6.5042,
2014,9,3,1,0.0625,,0,100,,28,,25.28,,49.1,,957.62,,34.201,,5.407,,1.0218,
2014,9,3,2,0.0625,,0,100,,18,,22.74,,49.1,,618.74,,34.375,,6.403,,1.5092,
2014,9,3,3,0.0625,,0,100,,19,,7.26,,41.02,,512.46,,26.972,,7.723,,1.7719,
2014,9,3,4,0.0625,,0,100,,45,,14.13,,41.89,,1299.05,,28.868,,7.243,,1.0798,
2014,9,3,5,0.0625,,0,100,,51,,0.54,,38.01,,1024.89,,20.096,,9.742,,1.3642,
2014,9,3,6,0.0625,,0,100,,23,,6.78,,58.64,,819.49,,35.63,,13.435,,2.8014,
2014,9,3,7,0.0625,,0,100,,31,,8.51,,49.1,,901.46,,29.079,,12.052,,2.1646,
2014,9,3,8,0.0625,,0,100,,32,,3.18,,38.86,,820.65,,25.645,,9.422,,1.6656,
2014,10,1,1,0.25,,1,100,,13,,3.39,,42.21,,317.37,,24.413,,13.727,,3.8073,
2014,10,1,4,0.25,,0,100,,17,,8.17,,47.94,,519.6,,30.565,,10.884,,2.6397,
2014,10,1,5,0.25,,1,100,,6,,5.56,,36.78,,137.9,,22.983,,11.452,,4.6752,
2014,10,1,6,0.25,,0,100,,13,,1.69,,70.36,,421.16,,32.397,,19.863,,5.5091,
2014,10,1,7,0.25,,0,100,,9,,8.17,,53.98,,223.19,,24.799,,18.18,,6.06,
2014,10,1,8,0.25,,0,100,,12,,22.43,,47.94,,442.01,,36.834,,9.333,,2.6943,
2014,10,1,12,0.25,,1,100,,3,,14.56,,22.43,,59.43,,19.809,,4.543,,2.623,
2014,10,1,13,0.25,,1,100,,17,,1.69,,77.41,,499.86,,29.403,,20.648,,5.0078,
2014,10,2,1,0.0625,,0,100,,12,,4.13,,57.1,,377.12,,31.427,,16.254,,4.6922,
2014,10,2,2,0.0625,,0,100,,17,,4.13,,49.78,,446.42,,26.26,,15.735,,3.8162,
2014,10,2,3,0.0625,,0,100,,6,,6.95,,78.46,,262.77,,43.795,,25.051,,10.227,
2014,10,2,4,0.0625,,0,100,,7,,4.99,,85.7,,275.42,,39.345,,31.406,,11.8703,
2014,10,2,5,0.0625,,0,100,,15,,2.33,,49.78,,374.6,,24.973,,17.674,,4.5633,
2014,10,2,6,0.0625,,0,100,,4,,7.49,,33.09,,71.12,,17.78,,11.71,,5.855,
2014,10,2,7,0.0625,,0,100,,3,,10.5,,42.96,,86.55,,28.85,,16.639,,9.6068,
2014,10,2,8,0.0625,,0,100,,9,,9.24,,133.56,,657.59,,73.066,,46.103,,15.3678,
2014,10,3,1,0.0625,,0,100,,7,,23.91,,45.63,,241.97,,34.567,,6.661,,2.5175,
2014,10,3,2,0.0625,,0,100,,10,,26.63,,105.22,,420,,42,,22.666,,7.1677,
2014,10,3,3,0.0625,,0,100,,27,,1.81,,68.18,,848.48,,31.425,,12.449,,2.3958,
2014,10,3,4,0.0625,,0,100,,13,,17.69,,69.84,,416.97,,32.075,,13.045,,3.618,
2014,10,3,5,0.0625,,0,100,,15,,22.02,,57.1,,486.53,,32.435,,9.066,,2.3408,
2014,10,3,6,0.0625,,0,100,,23,,16.65,,44.28,,603.09,,26.221,,6.519,,1.3594,
2014,10,3,7,0.0625,,0,100,,13,,9.24,,39.11,,286.94,,22.072,,8.353,,2.3166,
